Wavelength,Ethanol_1,Ethanol_2,Ethanol_3,1:0_1,1:0_2,1:0_3,.9:.1_1,.9:.1_3,0.7:0.3_1,0.7:0.3_2,0.7:0.3_3,0.5:0.5_1,0.5:0.5_2,0.5:0.5_3,0.3:0.7_1,0.3:0.7_2,0.3:0.7_3,0.1:0.9_1,0.1:0.9_2,0.1:0.9_3,0:1_1,0:1_2,0:1_3
478.0299988,0.106042668,0.074939422,0.077448003,1.212663293,1.138081551,1.33466506,1.040077686,1.156158566,15.07342434,13.98176765,14.10741901,23.95178795,23.88916206,25.72218704,17.42463303,17.29769516,15.74430847,9.860025406,9.315704346,9.070314407,0.49562484,0.933889151,0.928329527
478.9299927,0.28132993,0.352669984,0.103781097,1.149080396,1.167953372,1.724618912,1.215274811,1.166871071,15.46076107,15.74406433,15.21482754,28.24068069,28.97282219,27.02158356,19.26637268,18.39631271,18.44330406,10.16904736,9.481183052,9.374502182,0.408823788,1.044399738,0.52062887
480,0.197128773,0.109127238,0.260246068,1.159644365,1.254911423,1.646321177,1.555976868,1.368001223,17.40040779,15.14551544,15.73383999,29.36707687,29.36346245,28.572155,18.94085884,18.52800179,18.13661194,10.06966686,11.14314842,9.839913368,0.741110802,0.59307462,0.808060408
481.0599976,0.191569209,0.172387034,0.258828193,1.467941165,1.625873327,1.633430839,1.300480366,1.767942429,18.11821747,17.26551628,18.1497879,30.70965958,34.35235596,32.97104263,21.18118095,22.39505577,21.37405777,10.40801907,10.02735519,10.2951622,0.738540053,0.718032777,0.804430306
481.9599915,0.096823312,0.240392864,0.292994738,1.305031657,1.30521214,1.496865869,1.623997688,1.641365886,19.46670341,18.36137772,18.63225365,37.13469315,33.59919357,33.84050751,22.37482071,21.8729248,23.85087204,11.0248394,12.23131847,11.59160328,0.780474544,0.98084414,0.768440485
483.0299988,0.258933187,0.169821098,0.182465896,1.303869247,1.441034198,1.780495524,1.473088861,1.467408776,20.90450859,21.08867264,19.77602386,39.83083344,38.16899109,38.16689682,23.69437027,26.38420486,24.94560432,13.29454708,12.600811,12.26375484,0.72971642,0.839223743,0.716969729
483.9299927,0.425099969,0.282210469,0.362068981,1.402441025,1.480134964,1.730059147,1.991367698,1.591539621,20.66423798,21.69355011,21.92455482,42.96942902,41.11105728,41.45699692,27.98760986,27.71788025,27.01459885,13.43561745,13.52858734,13.66466045,0.545613289,0.792946219,0.756111145
485,0.586269081,0.26315096,0.175137475,2.247498274,1.91815865,1.248620868,1.55975318,1.268376589,24.02412605,24.16095734,22.58358383,42.91108322,42.59832764,44.78454971,30.3473835,27.85189629,30.94318962,15.68630886,15.3397131,14.80259037,0.79125911,0.663198531,0.596978784
486.0599976,0.140715018,0.473745853,0.340064883,1.781950951,1.721669197,1.491049409,2.017415285,1.406265974,26.57318306,24.26041985,26.26511002,48.6819725,44.02227402,45.47785187,31.09852982,30.35423088,30.29624176,15.74085808,15.36038113,15.82914543,0.828941405,0.850048065,0.884754419
486.9599915,0.578446209,0.652568817,0.490078062,1.653481126,1.544878721,1.650933027,1.804595351,2.104772806,27.95910263,24.82904053,27.84955978,48.2486763,50.76607513,48.64897537,34.84984589,34.23799515,32.94678116,17.54237747,17.53351593,16.16158104,1.015691519,0.513567388,1.048741102
488.0299988,0.63820672,0.710443556,0.757308424,2.03165555,1.92032373,1.856208086,1.756273866,1.919336319,30.3963089,28.44665527,29.00839806,54.22216797,55.1085434,53.90486908,33.86255264,35.84195709,34.85027695,19.71931076,18.07630157,19.45912933,1.504244924,0.947793782,0.940675318
488.9299927,0.991142213,0.930657387,1.123742342,1.952936888,1.635168195,1.769773364,2.107087612,1.755223036,30.34109879,30.79382133,31.27370453,56.02700424,55.48981857,55.2387085,36.05147171,37.16927719,38.66359329,20.49489212,18.95237732,18.60509491,0.911263585,1.392179608,1.030981421
490,1.400150537,1.502876759,1.379729271,2.42105794,2.148586273,1.985851884,2.092226028,2.319532633,32.74389267,32.45946884,33.49423599,60.22960281,59.46310425,56.65693665,39.91296387,38.58040619,40.76452637,20.5489769,20.63138771,21.28835487,1.668365955,1.306275129,1.501366496
491.0400085,1.217613697,1.520535827,1.708493829,2.340937853,2.139166594,2.317507029,1.800313115,2.390659809,34.24424362,33.09931564,34.69141006,62.45173645,64.43863678,63.45052338,44.28646469,43.32191849,42.93421936,22.06085968,21.38173485,19.89271355,1.526048183,1.22719264,1.968656182
491.9400024,1.418452144,1.679543138,1.868421912,2.994112253,2.548321247,2.599347115,2.454784632,2.082520008,33.62736511,35.9148407,35.20684433,66.86051178,63.72886276,66.7975235,45.06237793,44.09475708,45.62496948,20.75094604,23.58979607,22.09461975,1.672109008,1.767481804,1.745377302
492.980011,1.843061566,1.684601426,1.795578957,1.757667065,2.710475922,2.470073938,2.166404247,1.897862077,36.68331528,37.57639313,35.70404816,72.23712158,73.51661682,71.97116852,45.05633163,47.43870926,48.05875778,22.50346565,24.30874062,25.00129318,1.691480637,1.575413346,1.590659142
494.019989,1.511006832,1.661286831,1.298901081,2.760162115,2.545815945,2.345449924,2.397095919,2.315410376,37.42311859,41.08023071,37.8921051,70.64269257,75.86153412,77.95075226,49.08336639,44.6153183,50.32719803,26.2546711,24.01598167,24.99604034,1.348864794,1.592466354,1.356273413
495.0700073,1.195020199,1.441497803,0.731684506,2.067749262,2.466124296,1.344961405,2.263494253,2.473450422,39.31844711,39.26263428,43.79938889,74.34803772,78.77236176,78.23353577,52.03116226,51.91001511,52.46673965,26.70813942,26.57062721,24.70175362,1.278890729,1.400679111,1.024208665
495.9700012,0.636402249,0.71546793,1.020250678,2.230515957,2.130490303,2.069628716,2.200183392,2.395995855,42.49522018,41.18798065,42.85592651,80.02974701,79.56163025,79.28569794,53.72796631,54.1529274,54.85181046,27.3482399,26.19037628,28.12675476,1.011420608,0.978414774,1.32559073
497.0100098,0.716877222,0.583619177,0.306432545,2.202624559,1.64941752,1.95541656,2.409309149,2.321201801,46.01107025,45.85845947,42.19195175,81.41980743,82.42417145,82.42726135,55.09833527,56.99339676,53.90587616,28.8789196,28.16876602,28.0893364,0.932007432,0.52736783,0.67157495
498.0499878,0.536550283,0.481277436,0.532077253,2.582719803,1.671280622,2.134114027,2.028362751,2.135634184,45.41830063,46.82074738,47.84554672,88.03710175,87.48788452,84.50704193,57.74934387,57.85565948,60.40445328,30.53704643,30.65288353,27.6488018,0.686430156,0.546727836,0.630448103
498.9500122,0.336682439,0.41156587,0.676661313,2.40624404,2.501891375,1.444765449,1.976041555,1.710371375,49.32591248,46.3208046,48.41051865,89.22960663,91.53787231,86.61397552,57.40694809,58.96414566,59.50823593,29.51810265,30.5094738,30.58260536,0.525816739,0.60261184,0.576676786
500,0.495962679,0.179492921,0.448774934,1.995501161,2.182899475,2.472007036,2.486623526,2.226286173,51.31921768,49.42463303,48.16048813,93.46562958,92.63116455,90.30656433,62.00009918,62.85500336,61.91561127,32.33903122,31.82627678,31.53187752,0.569437325,0.517242849,0.572722971
501.0400085,0.229728654,0.44091323,0.232973516,2.138411999,2.273954868,1.964200258,2.040295839,2.339302778,51.74095535,54.28908157,52.80740738,100.9217682,97.88930511,99.02601624,62.29944611,63.23744965,65.90052032,32.58558655,31.1133976,32.24213791,0.827533722,0.411498457,0.455181778
501.9400024,0.261042088,0.311007053,0.174654186,2.049945831,2.256608486,2.074548721,2.29616189,2.47042799,52.24779892,54.34820557,53.87847137,102.5949707,98.22570038,98.64189148,66.93834686,67.55698395,65.47343445,32.94382477,35.02001572,33.04784393,0.365658701,0.70348227,0.693974435
502.980011,0.460747838,0.592269599,0.517380476,1.986478209,2.16373086,2.183406115,1.970788956,2.548672438,54.5047493,55.04145813,53.7503624,106.9061584,103.6448212,105.1089783,66.78358459,69.69112396,70.31488037,36.17036438,35.85639572,34.64405823,0.275833547,0.750510216,0.396388471
504.019989,0.344060987,0.447905183,0.778391838,1.762442946,2.350396395,2.34630847,2.774044752,1.97149837,55.79089355,57.4004364,57.85068893,110.1482315,109.4197845,107.2542191,71.36564636,70.38668823,73.08172607,36.63750839,35.14696884,38.49491882,0.928505063,0.729025543,0.379634351
505.0700073,0.437529534,0.3736794,0.210707456,1.784294844,2.357496262,2.386981964,2.260879755,2.044239521,58.74140167,59.47483826,62.30255127,110.3783493,111.9565048,110.5267181,73.27340698,75.69692993,72.68698883,37.68210602,37.35186005,35.89793015,0.321038127,0.523427606,0.587454021
505.9700012,0.382296205,0.304594129,0.14472273,1.850794792,2.080534935,2.856603622,2.486730337,2.242548466,61.29436874,60.71928024,61.08285522,113.0667953,111.104538,111.4163513,74.68318176,79.43492126,76.85467529,37.83213043,39.54972839,37.90180206,0.593616843,0.646077216,0.376132667
507.0100098,0.421300232,0.396958947,0.25669986,1.972268105,2.25988698,2.261072874,2.307718515,2.426139116,63.40476227,64.03948975,63.99823761,112.4361877,119.0298843,118.2986069,78.38278961,75.91720581,77.97996521,38.97320938,39.0973587,39.34578323,0.408079982,0.546089053,0.306636125
508.0499878,0.242107719,0.514063954,0.35565272,2.383708954,2.651453495,1.985918045,2.030728817,2.61686492,64.55905151,63.56868744,64.40377045,121.2337952,122.1928482,121.3581848,79.79852295,80.04570007,82.42191315,40.20673752,41.71425629,39.99386978,0.449880719,0.551338077,0.53967005
508.9500122,0.364327163,0.299022019,0.304898709,2.830783129,2.199660063,1.954624891,1.826065302,1.811349273,63.31123352,67.10475159,64.49404907,125.740799,121.2273788,124.2027969,79.86122894,81.53694153,81.10157776,41.29457474,42.34128571,40.06727982,0.42914772,0.415926516,0.289450824
510,0.243013367,0.125690177,0.290158361,1.889712691,2.223105192,2.594146729,2.329512596,2.769361734,65.37276459,68.47894287,66.14759064,123.8729553,125.9085846,125.4141312,88.51087952,81.6411972,82.96491241,41.02328873,41.87501526,42.97172165,0.442638457,0.566903174,0.4106673
511.0599976,0.217053458,0.198103368,0.173065767,2.256597519,2.374782324,2.427101135,1.677986503,2.40049243,66.93045807,70.92066193,68.38884735,128.1822205,127.4392929,127.6297302,84.44311523,85.55449677,87.25219727,43.19202423,41.72793961,42.1756134,0.492039472,0.469288677,0.307958663
511.9599915,0.135866106,0.246491894,0.315681487,1.872987032,2.071367979,2.040978432,2.26281476,2.109920025,72.09272766,72.35605621,70.81983948,130.2477875,128.3080292,131.6644135,87.08132935,86.22763824,85.61746216,42.57394791,44.24007416,42.9041748,0.414159179,0.731673718,0.523151517
513.0300293,0.165226013,0.345941931,0.331153959,2.245056391,2.060138941,2.12875104,2.287232876,1.802296638,73.48129272,68.8559494,73.0978241,131.5586395,135.1662598,132.1430969,87.81260681,88.0750351,88.44055939,44.4852562,46.03251648,43.79780579,0.256443143,0.504242599,0.269516796
