Wavelength,Ethanol_1,Ethanol_2,Ethanol_3,1:0_1,1:0_2,1:0_3,.9:.1_1,.9:.1_3,0.7:0.3_1,0.7:0.3_2,0.7:0.3_3,0.5:0.5_1,0.5:0.5_2,0.5:0.5_3,0.3:0.7_1,0.3:0.7_2,0.3:0.7_3,0.1:0.9_1,0.1:0.9_2,0.1:0.9_3,0:1_1,0:1_2,0:1_3
513.9299927,0.235954166,0.216197521,0.224052936,2.549146414,2.469560862,2.184393644,2.251008987,1.948767662,70.58366394,72.95845795,71.8536377,129.9924622,135.2420349,136.7828369,92.40998077,88.73620605,88.33277893,46.27696609,43.56824875,43.85111618,0.265059829,0.360956788,0.597361624
515,0.141330272,0.197280958,0.221047089,2.421307564,2.083439112,2.38008213,1.969846845,2.382707357,76.79717255,74.22133636,74.31211853,141.3968048,140.0139923,139.9103088,91.16144562,87.3899765,89.15907288,46.13682175,44.30272675,45.85762405,0.296115667,0.598171771,0.333039135
516.0599976,0.206819877,0.289694548,0.051925123,1.953209043,2.543352604,2.763114214,2.047758818,2.560561895,76.78464508,74.28527832,76.99526978,138.0835114,138.377655,137.5243073,93.7328949,91.84080505,91.81684875,48.2057991,47.22815704,44.93269348,0.440118045,0.401472658,0.276019126
516.960022,0.189565301,0.196066722,0.284247369,2.539360285,2.050646544,1.995105982,1.889769077,2.285794497,76.36930847,76.42458344,78.14516449,140.6161346,142.0450134,139.721405,95.43466187,92.71653748,93.80627441,44.3627739,45.29501343,45.49264526,0.339132488,0.345294923,0.336876154
518.0300293,0.308644623,0.160582826,0.320760131,2.043772936,2.354402304,2.008704424,2.355952263,2.339020252,75.20386505,78.33221436,79.08669281,141.0469513,147.1721497,141.2995148,93.7026825,90.85324097,92.7307663,46.40612793,49.61410141,46.93685913,0.415247202,0.231727824,0.393801898
518.9299927,0.216936678,0.179209933,0.209831879,2.519611597,2.319721937,2.293121576,2.177923441,2.053529739,75.00192261,78.05625916,79.09940338,141.9286804,144.0280304,141.6147766,94.39865875,97.30033112,92.81427002,50.80755997,49.65513611,47.91117859,0.384234458,0.192610756,0.330898285
520,0.152925983,0.325858593,0.165111154,1.811423898,1.774457932,2.145793676,2.361917257,1.771018744,78.99782562,81.58397675,79.04858398,145.7300568,148.0316925,144.3119507,97.55690002,94.81511688,93.00389099,47.19898224,47.95162201,47.63300705,0.364099771,0.458204001,0.450454205
521.039978,0.162541807,0.197440133,0.212777272,2.470788002,2.496436596,2.363202095,2.337833881,2.105650902,80.04375458,80.29333496,79.76281738,146.6193848,145.0732574,144.9392853,98.62361908,93.19928741,95.45438385,48.68821716,47.60716248,48.0573349,0.162208766,0.19799082,0.287453502
521.9400024,0.277479082,0.087699302,0.232240081,2.464619398,2.599020958,3.394584179,2.287083626,2.128118038,79.49952698,79.92274475,80.62612152,150.8796082,150.6182098,144.8899384,98.81015015,95.268013,100.5796356,50.53159714,47.62309647,48.76871109,0.559520006,0.260050952,0.475622267
522.9799805,0.179199234,0.203771472,0.277057141,1.828315139,2.052378893,2.236591339,1.971266031,2.440862656,81.20995331,79.76259613,81.51165009,148.4152222,150.6016388,149.5931244,97.29738617,98.26281738,93.64798737,49.74722672,47.1552887,48.01338577,0.365892053,0.388815612,0.396119714
524.0200195,0.212572381,0.178462178,0.278450459,2.241884708,2.223091602,2.590037584,2.003991365,2.015603065,83.07313538,80.6907959,83.75650024,148.5896454,145.4308319,150.7307129,97.29843903,95.23057556,98.83163452,49.92559052,47.98019409,51.79409409,0.320512831,0.340759039,0.52176255
525.0700073,0.272303343,0.179550096,0.313032597,2.215429068,2.226377487,1.901889324,2.263029099,2.571836948,81.75483704,84.50921631,84.44762421,149.0589142,149.4887695,146.8555603,100.2870483,96.72124481,97.38868713,50.71799088,50.14626694,48.40136719,0.177387342,0.373235613,0.424300551
525.9699707,0.218027517,0.18896772,0.329138279,2.496281147,2.642555475,2.480707884,2.254197359,2.337441444,83.08798218,81.63504791,84.67922211,152.0311127,145.633194,151.8674011,98.04893494,102.1275864,101.0400772,46.86942673,48.9297142,49.33434296,0.373991102,0.443609417,0.355727226
527.0100098,0.125343651,0.346640974,0.263578564,2.318273067,2.029116392,1.867859721,2.244830608,2.968405724,82.99128723,81.59417725,85.65519714,152.4637451,149.8029022,147.2631226,100.9322586,100.7903976,98.559021,48.99578094,50.69553757,50.22559357,0.385448903,0.224302292,0.558848441
528.0499878,0.242592558,0.57069844,0.256833911,2.252881765,2.089549541,2.330097198,2.174282312,2.448313475,83.69979858,86.60398865,85.12810516,153.6021423,151.5531311,149.8004608,100.5524063,99.21581268,97.15969849,49.58792496,50.63444901,51.22906876,0.524415374,0.347318709,0.514694572
528.9500122,0.249845937,0.145742595,0.17929104,2.646425724,2.276373386,2.419225693,2.289080858,2.12471199,82.45986938,87.21338654,87.48606873,153.5159149,154.5378113,147.5092163,97.33436584,98.7128067,97.85066223,49.92776871,50.70268631,52.12611771,0.272405326,0.25645563,0.260824204
530,0.114970848,0.169163242,0.407045275,2.856559753,2.068382502,1.995702982,2.522217512,2.011205196,84.40719604,80.62599945,81.12313843,149.5151062,150.8863983,151.9450836,98.83076477,98.53145599,98.78766632,50.3417511,51.26816177,48.47223663,0.426336974,0.549426913,0.335612714
531.0200195,0.183552072,0.562476933,0.288644403,2.455721378,2.155306339,2.452731133,1.77604866,2.141087294,85.96791077,81.02651215,84.06535339,155.5983429,151.1761932,148.5604401,100.1959839,99.36823273,102.062027,52.78730774,51.42982864,51.87329865,0.233812794,0.181192234,0.229032889
532.0499878,0.150397301,0.440468937,0.24055396,1.86100018,2.385936022,2.245450497,1.792419076,1.906716228,83.48960876,84.54702759,82.53097534,150.4891357,152.8923187,149.9192047,98.98247528,98.3371582,102.4195633,52.36926651,48.30868912,50.36659241,0.398342907,0.468451917,0.214746475
532.9400024,0.142360672,0.087071612,0.172235623,2.149045706,2.290523052,2.203240156,2.449120283,1.971349835,84.8466568,84.82465363,82.29779053,151.7186737,153.0338898,146.5225525,96.36463928,101.9677811,101.8725281,50.01810074,49.9733963,51.14525986,0.260769785,0.230940968,0.582299769
533.9699707,0.143937275,0.060983576,0.324008137,2.224169254,2.16741538,2.040021658,1.990906,1.573496819,83.78902435,82.03462219,84.24230957,147.1174622,148.5403137,146.1000977,100.7873459,99.02651978,97.65177155,47.57467651,50.26475525,49.37000656,0.43710497,0.439649344,0.339006633
535,0.297976315,0.231650293,0.068933427,2.528146505,2.41798234,1.899036169,1.627339244,1.852196574,83.80856323,80.80106354,82.64306641,147.9950562,148.2793121,149.7988586,101.8854752,97.66213226,100.8136215,49.24102402,48.61752701,47.83343506,0.224544436,0.017300589,0.323608041
536.0200195,0.142679691,0.159528464,0.113821425,2.688696384,2.128180504,1.94204402,2.043906212,2.258850098,82.89762878,82.04812622,80.06111145,150.7008362,145.2409668,150.4501648,95.40196228,100.6471176,94.78110504,49.78556061,47.48522949,48.52490234,0.240628392,0.275800228,0.601440072
537.0499878,0.307708085,0.241919458,0.051442534,2.244012356,2.217790604,2.26476717,2.087506294,2.324065685,76.64758301,86.64945221,81.12974548,150.5910339,152.1181946,145.951355,95.57611847,97.40242004,91.94287109,48.52243423,46.49081421,49.05573654,0.289993495,0.255517036,0.222940579
537.9400024,0.31255278,0.181056336,0.277229369,2.702396393,2.128347874,1.7783916,1.872547507,2.595418692,82.51416779,79.20733643,85.45671082,141.2828064,146.3067017,149.5739899,93.46201324,96.48492432,97.85705566,48.45108414,49.21124649,48.39399719,0.366135061,0.264541239,0.210742831
538.9699707,0.287601799,0.241410524,0.27445665,2.244436502,2.079824924,2.111261606,2.014689445,2.201402903,80.44647217,82.30525208,79.71175385,151.4322968,143.2409058,146.2824249,98.56257629,96.28487396,94.96174622,46.42054367,47.83041382,46.58055115,0.48576957,0.180259049,0.23895067
540,0.220992595,0.136060208,0.179545492,1.248916745,1.896251678,1.688039899,1.635044456,1.659816623,80.35398865,81.23659515,80.4757309,145.8033905,149.7236328,142.7362976,91.45672607,94.32751465,95.76481628,47.36010742,49.7818222,48.55994797,0.202045724,0.226043716,0.309241146
541.039978,0.076488338,0.125434846,0.165808544,1.863380313,2.145960331,2.132557154,2.546970367,1.960015655,80.68273163,83.09393311,82.11657715,140.604187,147.2962341,141.1605835,95.08917999,95.03948212,96.31533051,48.51388168,46.84865952,46.75128937,0.262631744,0.195664749,0.376763344
541.9400024,0.214518622,0.228295058,0.119798392,2.041849613,1.539097548,2.718811989,2.147926807,2.199381828,81.78305054,75.21858215,79.6566925,142.9158783,142.9244537,142.2610779,92.21685791,92.49830627,91.26703644,45.67828751,45.29226685,46.41819,0.302425444,0.237337604,0.250799954
542.9799805,0.05072666,0.262152016,0.24896124,2.602630377,1.539765716,2.022176027,2.233155012,1.83378756,79.32334137,79.0500412,77.97905731,138.1070557,143.5508728,139.0618134,92.77294159,96.54556274,90.55489349,47.92287064,46.24699783,48.37794495,0.159473568,0.257331818,0.160311848
544.0200195,0.102767877,0.272942066,0.361725956,1.687260866,2.177805424,1.539465189,2.318101645,1.836578846,78.0062561,80.18556213,75.47042084,143.6981049,138.7953949,140.0180969,94.32058716,93.56755066,89.31719208,47.28644943,47.20039368,46.08722305,0.357197553,0.166492865,0.191898406
545.0700073,0.253070593,0.290762305,0.256318241,2.077620506,1.907250166,2.610401869,2.07738924,2.099692822,79.31835175,77.34259033,79.84910583,139.3084259,141.4981842,136.0446472,89.81969452,90.39722443,89.96607971,47.74126816,45.36571121,47.89353943,0.084754385,0.230635181,0.232602224
545.9699707,0.184044972,0.329122275,0.159622282,1.829522491,2.051140547,2.105074406,2.06422019,1.237146616,78.90440369,76.14431,77.81596375,133.7580261,136.3596497,137.4285889,87.91125488,93.8732605,90.9691391,45.01889038,45.90042877,45.79203415,0.118756786,0.337320656,0.143344998
547.0100098,0.091734707,0.339279205,0.16989322,2.026141644,1.792408109,1.940217614,1.736096382,2.040557146,74.53960419,76.33210754,76.45510101,136.7899323,132.1984406,134.3634186,90.19243622,90.72936249,89.97106934,44.39383316,46.33259583,45.82613373,0.08420556,0.215063021,0.278295487
548.0499878,0.279964715,0.12773785,0.091059595,1.944269896,2.18745923,2.024291515,1.393254638,1.713326216,75.72175598,78.08363342,74.15982819,137.5071411,134.9085236,130.2653198,88.25400543,86.41542816,86.68421173,45.99929428,44.82207108,42.753479,0.153646544,0.205899,0.151111931
548.9500122,0.30102852,0.077375427,0.145748854,2.164868116,1.814657092,2.231915474,1.899947286,1.879951715,75.96452332,75.65549469,76.44869232,131.187973,129.7378387,132.3938904,85.62133026,87.3469696,87.41164398,43.20420837,42.87327957,44.4003334,0.363000929,0.268433124,0.136966363
550,0.135505945,0.329412162,0.067928433,1.457396269,1.941072702,1.565244675,1.678269029,1.716760278,75.16389465,73.02391815,74.62917328,136.7980042,127.3013535,130.5858307,82.64195251,84.80553436,88.05271149,42.68701172,43.92730331,44.71035004,0.2843014,0.137050837,0.132080615
551.039978,0.243276343,0.103145957,0.323721081,1.890120864,1.823384404,1.62207365,1.377949357,1.647109032,74.22943115,71.81399536,74.04856873,126.5086212,125.8487854,131.42659,83.61391449,84.73767853,86.55551147,42.32804108,42.13614655,41.23480988,0.189529374,0.320596635,0.288651735
551.9400024,0.211006075,0.189687878,0.087276794,1.493860006,1.960112929,1.668464422,1.645231485,1.764730811,75.34404755,71.4785614,69.54115295,130.2890778,122.5796356,124.1946793,82.73230743,83.743927,83.47315979,43.79393387,43.59547424,44.78887177,0.253579706,0.202316523,0.288893342
552.9799805,0.433956206,0.042424295,0.254893959,1.578049898,1.876785636,1.508433819,1.818489432,1.366214752,71.51222229,71.80448914,70.06397247,125.0870056,123.9851151,121.2058029,80.26461792,83.07224274,82.07261658,40.61083603,43.58284378,43.80953979,0.180021092,0.296193481,0.268554062
554.0200195,0.016959356,0.119922563,0.110129356,1.467148423,1.169719458,1.53144753,1.813144445,1.268641114,73.08520508,70.07758331,69.74610138,123.8506393,122.0043716,124.2862015,81.1596756,82.85173798,80.53307343,43.57623672,41.48171997,39.30891418,0.198680073,0.215467095,0.360085398
555.0700073,0.232840478,0.232965484,0.196975142,1.448591828,1.733336687,1.582795739,0.924904525,1.407761574,70.12033081,66.15721893,71.91159821,123.8078156,122.0342865,120.9774094,81.72596741,79.57165527,82.91766357,41.39674377,40.95744324,40.63063049,0.249501005,0.178265229,0.253847927
555.9699707,0.075022511,0.168513283,0.190388814,1.71770668,1.28540206,1.698822975,1.394289374,1.753823876,71.20466614,68.82231903,70.68243408,120.0584793,121.1514511,121.028244,76.97354889,78.78499603,82.86935425,39.91825104,38.77959824,40.6302948,0.229133964,0.223790675,0.101142064
557.0100098,0.142979696,0.066986524,0.094176464,1.412571073,1.614597917,1.071305037,1.024074435,1.549363732,68.5567627,65.79068756,66.61569977,119.6277695,119.6077271,117.6309814,79.7562027,77.3349762,77.71577454,39.16371918,39.2440033,41.02436447,0.173991725,0.333178431,0.250591934
558.0499878,0.140381023,0.180265248,0.069118649,2.005965948,1.742770553,2.013952017,1.933680654,1.488752127,65.80623627,68.80408478,69.15216827,114.0162277,119.2906876,121.5692291,77.86212921,75.1541214,77.36255646,40.28902054,39.63293076,38.57336044,0.227907717,0.160570622,0.238653317
558.9500122,0.13362731,0.042434376,0.241273224,1.448677301,1.797846079,1.571449399,1.763533831,1.549901843,65.25024414,64.69102478,65.77007294,116.3336487,114.7231293,117.5412521,74.65771484,75.74977112,76.60913849,39.77546692,39.72928238,38.24560165,0.025134047,0.033339445,0.237043798
560,0.016757859,0.159027755,0.025702978,1.77899766,1.704559922,1.509695888,1.548405051,1.631307244,63.15628433,63.55480194,64.87003326,112.3099747,114.8026886,114.9741135,72.94736481,73.99783325,72.9571991,36.40713882,36.80162048,38.13976669,0.101193242,0.068419345,0.155196503
561.0200195,0.202171668,0.286021948,0.307589769,1.506881475,2.01889348,1.586152196,1.43886137,1.647713661,67.05914307,63.78948593,64.69615936,111.7749252,107.864296,108.2909164,73.81124115,73.43296814,70.29628754,36.0820694,36.41496658,37.19255066,0.168218479,0.272169024,0.479086995
562.0499878,0.058342084,0.07693886,0.077554114,1.547519207,1.652864695,1.561995983,1.386019111,1.45702219,62.8915596,64.57529449,63.50296021,112.5790253,108.8802872,107.7307205,70.41026306,71.33920288,69.09528351,35.93425369,36.30213165,38.10916901,0.07622274,0.118611902,0.136298969
562.9400024,0.075520463,0.145000458,0.144583643,1.586426854,1.622576714,1.618692398,1.264103651,1.563682675,62.30810547,61.93997192,62.86731339,111.1766968,109.4018173,107.6856842,73.30049896,74.20427704,71.70308685,36.00927734,34.77183151,35.0409317,0.103276447,0.094486296,0.188019723
563.9699707,0.123750128,0.219981045,0.13590996,1.180146933,1.263721943,1.750787377,1.425462604,1.409981966,61.92485809,63.61995697,61.31753159,109.5436096,108.3850327,106.0656738,69.70792389,67.73419189,68.03245544,34.98973846,36.19094467,33.83545303,0.184105039,0.095154062,0.077820338
565,0.100140199,0.094367951,-0.025940113,1.43075788,1.333659768,1.289275885,1.554525018,1.365528703,58.38753128,62.66285324,59.30272293,102.0059662,104.8485336,103.9291306,67.41234589,67.14292908,69.17847443,33.1409874,33.59954453,35.92773438,0.361745805,0.233378276,0.08637891
566.0200195,0.076797701,0.110284448,0.1433305,1.446460247,1.244644642,1.220684171,1.159445643,1.502440453,58.62746429,58.14563751,58.90700912,103.2506256,107.6358643,101.1669998,66.05906677,67.21457672,67.01148224,33.91508865,34.89724731,34.21644592,0.085794203,0.097213507,0.311750382
567.0499878,0.052626498,0.194010362,0.051283363,1.299981236,1.278607726,1.360058427,1.487168789,1.102478385,58.73472595,59.73080826,57.28414917,100.3500519,101.7688828,99.06235504,65.61802673,67.07706451,66.02462006,32.62126541,35.06764603,32.4818573,0.09365768,0.21291092,0.270595819
567.9400024,-0.008718091,0.096326463,0.051416084,1.602334261,1.11534369,1.44851315,0.669260442,1.06309104,59.09224701,56.45201874,61.09041214,97.3086319,99.79427338,95.37915039,64.13289642,67.05121613,65.02320099,33.43891144,33.72339249,32.54911041,0.228526935,0.10374251,0.230226129
568.9699707,0.044215702,-0.033612881,0.105260395,1.183097124,1.115140438,1.257689476,1.601745486,1.227534056,54.73987579,55.80957031,55.96897888,96.09983826,96.41651154,95.0783844,64.12030792,64.84472656,62.19046021,34.55151367,31.78147888,31.49639893,0.323701799,0.042594519,0.035671286
570,0.169286147,0.041885868,0.144691929,1.329417467,1.241997004,0.953567267,1.145504355,1.388131857,59.45592117,55.02686691,55.5583992,94.52323151,95.24876404,95.36602783,64.59471893,64.40061951,58.89360046,31.09300041,32.3600502,29.59176826,0.367342413,0.215770215,0.130206063
571.0200195,0.008911464,0.150107727,0.096417643,1.175565124,1.01419878,0.848668158,1.377879024,1.520964503,57.17327118,53.30236435,52.50319672,96.14473724,93.55522156,94.22810364,62.94060516,61.25684357,61.31330109,31.47649765,31.52083588,31.49684525,0.214819089,0.092822298,0.084636018
572.0499878,0.126649842,0.025477491,0.151072159,1.044626474,1.645346045,0.718737066,1.458876848,1.069107056,52.81011581,49.31729126,54.77653503,94.8783493,93.02837372,92.35501099,60.997509,58.4541893,59.94934464,31.06587601,29.62518311,30.63761902,0.086321495,0.255358249,0.068264626
572.9400024,0.008926101,0.04255826,0.215161115,0.966289163,1.2349931,1.324559927,1.808863521,1.113114834,52.51658249,51.56381989,51.81892776,89.13492584,87.52777863,90.78692627,60.8522377,61.04661179,59.3937149,29.09381294,29.1233139,29.4976387,0.008577066,0.106508561,0.09907411
573.9699707,0.103928499,0.157579571,0.078170463,1.348108888,1.009612918,1.272697091,1.002284765,1.090168834,50.24053192,51.44681168,49.40041733,90.87931824,89.67625427,91.52433014,58.19003296,56.66433334,58.58438873,31.08033752,30.69400978,28.67386627,0.2406739,0.033621356,0.042717516
575,0.198614866,0.110659957,0.194214106,1.204678178,1.459642172,1.310017943,1.510091662,1.012760758,50.55341339,48.71501541,50.11782837,88.57576752,86.80728912,83.46450043,56.15007782,58.96700668,58.90439224,29.0874176,28.10137939,31.25778198,0.076310635,0.059939716,0.086515673
576.0200195,0.027250925,0.183157817,0.092464171,1.001042724,1.478910565,1.180006027,0.819336355,1.200277209,48.56892776,47.64555359,49.49093628,85.90657806,86.86229706,84.4977951,54.71709824,54.77453995,55.16452789,27.2560482,28.56752586,28.86120796,0.041801825,0.052006137,-0.008592173
577.0499878,0.12364652,0.135688663,0.2012005,1.044377804,1.12605679,1.265767932,1.155295014,0.974576294,45.24956131,47.83212662,50.13386917,81.47825623,81.56597137,82.89873505,53.38224792,55.21233749,54.50566101,28.5680027,30.06223679,28.91564178,0.116823398,0.225227177,0.12813504
577.9400024,0.238178119,0.130026609,0.120256312,1.54141295,1.678331614,1.486814976,0.668336093,1.100814104,46.19865799,48.75417709,47.45581055,84.52446747,82.98483276,83.09445953,56.59867859,57.48980331,54.78662491,26.93473434,29.14232254,25.98163033,0.217587784,0.24323757,0.095435575
578.9699707,0.035097882,0.164726079,0.168260947,1.356524706,1.004799724,1.322245359,1.481547594,1.081670284,47.58587646,47.37093735,43.77456284,81.09763336,80.08370209,83.03559875,52.20553207,54.33374405,53.88404465,26.76306152,26.34256363,27.51964569,0.185030997,0.112972744,0.271610558
580,0.097965874,0.071064368,0.108407408,1.052998066,1.05149734,1.259095907,1.067728162,1.135044932,46.95587158,46.18201447,45.84033966,78.88506317,79.9274292,78.59570313,50.88130569,53.7435379,53.47001648,26.54550171,25.51258659,27.159935,0.26109001,0.135836124,0.274047703
581.0200195,0.042696722,0.097808212,0.059639439,0.947947502,1.170897365,1.343663096,0.904468775,1.16444242,45.03744507,44.81053543,42.72281647,78.99185181,77.86632538,77.63696289,50.2003212,50.2616806,51.79597473,25.95385933,26.10499573,25.09597969,0.09297058,0.114541479,0.104640819
582.0499878,0.034776259,0.059463136,0.058522556,1.349926233,1.023798943,1.200233221,0.764597416,1.1520257,40.82940292,44.78656769,43.39183807,74.18530273,74.36423492,74.05536652,48.18169403,48.61229706,49.02472687,24.65621567,24.83467102,25.94315529,-0.008430707,0.14599669,0.133003488
582.9400024,0.207495794,0,0.101607084,0.863326252,1.015157938,1.051091433,0.955999136,1.159550905,43.01338196,42.7387619,42.6219101,73.0169754,73.46427917,73.38400269,48.44311142,48.98093414,46.89781952,26.56777573,24.47504425,24.97502327,0.312748313,0.206752181,0.077934898
583.9699707,0.043218572,-0.017393421,0.025374485,0.927925527,1.074588656,0.828576684,1.001799822,1.329056382,44.43585205,42.90174484,41.24916077,70.67743683,69.27597809,71.97076416,47.84014893,46.64079285,48.43454742,24.97584343,24.18631363,23.62534714,0.192987025,0.213777527,0.103330694
585,0.094547205,0.077782668,0.051499937,1.324972868,0.674228966,0.80793798,1.374727964,0.946707904,38.86988831,39.23751068,42.02785492,68.85858917,72.48564911,67.59600067,44.49181747,47.02589035,43.99106216,22.5222168,24.203722,24.17928696,0.228364572,0.137108386,0.181969434
586.0200195,0.051936362,0.016591728,0.025711788,0.723077774,0.836661339,1.18200314,1.142953873,1.114903092,39.97569656,40.50300217,38.81386566,69.68655396,68.96085358,68.28562164,45.68764114,47.97446823,48.05521393,21.4921608,22.7802906,22.00996399,0.141932786,0.187451005,0.342026502
587.0499878,0.103887111,0.160214514,0.091808975,1.121635079,0.641311109,0.76452601,0.991554678,0.887536466,39.62076187,38.04973984,38.415905,67.83411407,67.69959259,66.21157837,44.30983353,42.63841248,44.35160446,22.80741882,22.42259598,23.56707191,0.258859694,0.103264891,0.256230682
587.9400024,0.034525618,0.118952535,0.08646106,0.591247857,1.023219228,0.719120145,1.022935748,0.780077457,37.56456757,39.7490921,41.11254883,65.82042694,63.67760849,65.85175323,42.58010101,44.44538498,43.16407013,23.64062119,24.0601902,22.86823273,0.146354899,0.112074763,0.178513736
588.9699707,0.043529741,0.118124515,0.194963172,0.871006429,0.750135243,1.287068009,0.965526521,0.992301166,39.87472534,40.007164,37.30229568,65.16078186,65.01678467,63.66905594,42.23817444,41.56538391,43.85994339,22.75315666,21.41113091,21.65184212,0.152625158,0.16192399,0.193371549
590,0.348860532,0.109633401,0.237010956,0.759738863,0.818451762,1.085555315,1.189040303,0.950822771,37.28252792,35.22238541,36.01491928,64.17340088,62.3596077,63.60159683,41.04984665,41.09923935,40.21434021,21.03294563,22.04794502,19.94709206,0.201535016,0.212673649,0.175724864
591.0200195,0.085597388,0.042010099,0.076948725,0.930959344,1.031400442,0.918559969,0.754050851,1.006470203,37.90951538,35.81348038,36.36271286,62.3057785,62.59805679,61.75809479,40.4641037,41.30878448,38.85942841,22.03166962,21.10967827,20.59976387,0,0.117552228,0.017025333
592.0499878,-0.00868606,0.174641982,0.100912415,0.617827296,0.957223535,1.130075932,0.723231316,0.62747854,36.51800919,35.93135834,34.56085205,63.23381424,62.05288315,61.82368469,41.32834625,37.89267349,39.74764252,20.32893944,19.18402672,21.05924988,0.100369699,0.259325266,0.112906024
592.9400024,0.112550214,0,0.147297099,1.034514427,1.057350278,1.298463702,0.770319223,0.701420367,33.69638824,34.13723373,34.32198334,61.68881989,56.74796295,60.1283226,38.77815247,40.18326187,40.04211426,19.54047775,19.04113388,19.6007843,0.261948198,0.120886616,-0.033907212
593.9699707,0.155283511,0.214702144,0.068640657,0.749269426,0.767978072,1.105064154,0.852612317,0.932005584,33.25479889,33.26915359,35.40343094,60.06125259,57.6188736,60.40159988,39.26763535,34.59460449,39.24917603,20.49895096,18.62073708,19.35128593,0.272307992,0.060174681,0.094035581
595,0.07660944,0.050110243,0.033627011,0.665828228,0.801771164,0.822948515,0.819198549,0.951611042,32.27471924,31.46867752,34.29965591,54.29471207,56.40951157,57.69543457,37.58579254,36.96592712,36.32632828,18.9678669,18.24176216,19.55078316,0.120263547,0.095579036,0.370966792
596.0200195,0.060306355,0.024893787,0.033454325,0.85348022,0.506153762,0.646971881,0.602824688,0.917446911,32.00362396,32.5542984,32.76644516,58.70344162,56.0423851,53.99048996,36.55718613,36.39042664,36.92340851,19.35450935,19.02091789,17.82961655,0.202623531,0.060113698,0.068028942
597.0499878,-0.035153709,0.160843834,0.133364454,0.837797344,0.807249606,0.814021945,0.747735798,0.592166483,31.99551201,30.62242126,32.4968605,55.65329742,56.37051773,55.31676865,36.65014648,35.25305557,34.80252838,18.64212227,19.5700798,17.82568741,0.034353342,0.170941636,0.309628606
597.9400024,0.102477387,0.04168091,0,0.802534699,0.655029535,0.715575695,0.763086975,0.813890398,28.76210976,31.44042587,31.65015221,54.16272736,52.52106094,53.02519989,32.69771194,36.20365524,36.1971283,18.9288578,18.50427246,18.94694519,0.236129507,0.042836457,0.076890871
598.9699707,0.026383599,-0.049960032,-0.025021685,0.722549498,0.724814892,0.829903066,0.512334466,0.810940921,29.02532196,31.79972267,30.17824554,49.07230759,50.31734848,52.23018265,35.03720474,35.0135994,33.2246666,16.99124527,17.60900879,16.18512917,0.135971174,0.033719137,0.111001059
600,0.017599283,0.066445179,0.00846862,0.725805759,0.87375176,0.83053571,0.725108147,0.689090788,30.07058907,30.73358727,29.92116737,50.93645096,50.70778656,48.95824051,34.51655579,32.65950012,33.74599457,18.92014313,16.68799591,16.4649353,0.072417855,0.181444302,0.170794204
601.0200195,0.068975031,0.125173166,0.067215592,0.593206525,0.921066344,0.920151293,0.779286087,0.487985462,28.41569328,28.96059799,26.54064178,48.69268036,50.56189346,50.16433716,31.73070335,33.41505051,33.33884811,16.81819344,17.32210922,16.16297722,0.094619587,0.111320436,0.042957172
602.0499878,0.112413958,0.110637352,0.026250163,0.612140834,0.510239959,0.90029645,0.956022918,0.552519023,27.3392601,28.31356621,29.98410988,48.56756592,49.32356262,48.04028702,32.89120483,31.63193893,31.83263969,15.68313885,16.15478516,15.9162674,0.162436202,0.217209682,0.121219471
602.9400024,0.077501357,0.050371066,0.083758406,1.085664988,0.777639747,0.817365229,0.887869775,0.63983345,27.78218079,29.11430168,27.45565987,46.92544556,47.47764587,48.9104805,29.36544991,32.21599579,31.57642555,17.63669968,15.38134193,15.58492565,0.076100931,0.058276996,0.079212107
603.9699707,0.025747316,0.050290849,0.033535384,0.961156905,0.91933912,0.733844757,0.910025418,0.658272326,27.50112343,27.90746117,25.98519325,47.68143082,44.69526672,46.20256042,30.47055817,29.94129753,30.84269714,15.6765976,16.33965492,14.87850189,0.189265221,0.101559788,0.050996989
605,0.052268907,0.016725065,-0.00843213,0.816656351,0.552587986,0.667168438,0.838882625,0.52643013,27.67896843,27.5964241,25.3878231,46.93666077,45.22124863,43.97281265,29.68081284,30.44159126,30.38693237,14.64572716,14.95013809,17.68096733,0.02588751,0.101916023,0.033846673
606.0200195,0.110585593,0.117156774,-0.050685521,0.493268609,0.891405821,0.860915303,0.361395717,0.723201156,25.9843998,24.82553291,27.10717392,42.14430237,42.91522217,44.54784393,30.32815933,27.27234268,29.2365303,15.21336746,14.53842258,15.83950233,0.148557246,0.143317193,0.061041545
607.0499878,0.07738208,0.08537741,0.066940002,0.486024648,0.569942653,0.656195581,0.476210713,1.007595062,25.46399879,24.60889816,24.02243042,43.23427582,43.81460953,44.77053452,29.25289345,26.68940926,28.73428345,13.67785168,15.01889896,14.92423534,0.153352022,0.058553398,0.184894964
607.9400024,0.140566662,0.041839253,0.041911148,0.555926204,0.642014504,0.685876846,0.585613132,0.800887644,25.40848923,24.96973419,22.89031982,40.86012268,40,42.772686,27.890028,29.6722908,27.1771965,14.50861359,14.29421711,13.92008781,0.068998829,0.217894137,0.084911987
608.9699707,0.068163417,0.091533184,0.075172894,0.400633901,0.836672664,0.737925053,0.628340781,0.541773319,24.05480576,23.29323387,23.85999489,40.5575943,40.33792114,39.05971527,27.9159565,27.476017,26.19151115,15.13348007,13.84765911,14.39981937,0.103766732,0.02493206,0.111831807
