Wavelength,Ethanol_2.5_5,Ethanol_5_5,Ethanol_5_10,0_Hg_2.5_5,0_Hg_5_5,0_Hg_5_10,0.001_Hg_2.5_5,0.001_Hg_5_5,0.001_Hg_5_10,0.0025_Hg_2.5_5,0.0025_Hg_5_5,0.0025_Hg_5_10,0.004_Hg_2.5_5,0.004_Hg_5_5,0.004_Hg_5_10,0.006_Hg_2.5_5,0.006_Hg_5_5,0.006_Hg_5_10,0.0125_Hg_2.5_5,0.0125_Hg_5_5,0.0125_Hg_5_10,0.013_Hg_2.5_5,0.013_Hg_5_5,0.013_Hg_5_10,0.016_Hg_2.5_5,0.016_Hg_5_5,0.016_Hg_5_10,0.0175_Hg_2.5_5,0.0175_Hg_5_5,0.0175_Hg_5_10,0.008_Hg_2.5_5,0.008_Hg_5_5,0.008_Hg_5_5,0.009_Hg_2.5_5,0.009_Hg_5_5,0.009_Hg_5_10
478.0299988,0.075208075,0.400185913,1.868543983,0.903168619,4.401805401,17.64251137,1.218917489,5.002193928,18.24829674,1.32584548,4.7543993,18.77363205,1.348056555,5.594219208,20.65289688,1.419070244,5.800077438,20.97823524,18.46481895,91.86907196,328.4188538,20.18326759,93.81285095,345.167511,23.02639961,98.68704224,378.3278198,21.46743011,101.7767563,377.9928284,12.80120468,60.90701294,222.8087158,16.46430969,71.85128784,259.8572693
478.9299927,0.203307137,0.623874426,2.557393789,1.215189934,5.141505241,18.4269104,1.07777977,5.320996284,20.27912331,1.312071085,5.757995605,19.24463272,1.070681691,5.393336296,21.01194191,1.326371312,5.912579536,20.82492065,20.64036751,97.33178711,356.8007202,19.66871834,103.5065536,363.0139771,22.26924706,106.8051834,406.1063843,24.63799477,112.4208755,406.5854797,14.52681446,67.2314682,239.2499847,16.6192112,75.51586151,282.6171265
480,0.33842954,0.599203646,3.13873601,0.851610959,5.178178787,18.95684624,1.151072025,5.543405533,21.29852676,1.470860243,4.938436508,20.30529976,0.94961226,5.756866455,22.42445183,1.140279889,5.623315811,22.15120697,22.4993248,103.8876343,376.9943542,22.27898598,110.6648636,406.1371765,25.06590843,122.7134247,445.8537292,26.54912567,118.9517059,442.9598083,15.32388783,69.99032593,262.4523621,18.61576843,81.8491745,302.6261902
481.0599976,0.265329182,0.700077713,3.098240614,1.071999907,5.165525913,19.29959488,1.355450392,5.894452095,21.04644966,1.001879573,6.197719097,21.1202507,1.369503975,6.02449131,21.90556717,1.306025505,6.880628586,22.49644279,25.17755508,114.6502686,421.1398315,22.84889221,120.4989395,431.3904114,28.93606186,127.8253326,482.8048401,26.85917664,133.8692322,482.306488,17.56912994,73.83808899,279.1749573,19.1903553,90.37136078,333.2621765
481.9599915,0.288446039,0.456377387,3.880219221,1.354910851,5.09910202,20.6823864,1.002121091,5.830865383,21.66712379,1.325887918,6.135890961,21.7995472,1.368590355,6.026399136,22.4974556,1.161861181,6.152336597,22.4372139,25.54433823,122.4565353,448.2824402,27.38424301,124.5206299,466.5714417,30.88136292,139.0499573,513.177124,31.03249741,145.0017242,515.4224243,18.42761993,83.23361969,297.3557129,21.84146881,93.53734589,346.0555115
483.0299988,0.2632294,1.225023985,5.747979164,1.325585365,5.044653893,21.54086685,1.616680145,6.065028191,22.67038727,0.994321883,5.933029652,22.49402237,1.797911525,6.316998482,23.89198685,1.213642955,5.81899929,22.93223953,27.67790794,132.1415558,488.2008667,30.2303791,141.0092773,507.275116,33.42217255,153.5231018,565.848938,32.18843842,155.4006195,568.0831909,18.92996979,89.4161377,328.7228088,23.23888206,104.637146,380.2320557
483.9299927,0.12729016,1.101321578,6.299631596,1.178476453,6.130070686,24.04588699,1.075097203,6.073554516,25.09647369,1.067747355,5.581746578,23.3739357,1.276774406,6.33267498,23.56770134,1.489420056,6.154703617,23.17542267,31.15940094,143.155365,513.2528076,31.46389961,143.6182404,543.0961914,35.85941696,166.0307465,589.4786377,34.90712357,164.7466125,607.9714966,21.7385788,93.10942841,336.7415771,24.30429268,110.8676224,400.4087524
485,0.192965984,1.356438279,7.940485954,1.68981576,5.519737244,22.86983109,1.568535805,5.714732647,25.110466,1.409443259,5.655995369,24.74817085,1.397766948,6.174314976,25.64036179,1.044512987,6.184042931,24.29032707,32.17597961,148.8962097,551.4142456,32.37036133,161.9212494,580.8978882,38.15353775,176.9692841,632.3528442,37.37014389,178.6024933,636.847168,20.73377419,100.0993118,367.0341797,24.52663612,118.7430496,435.83255
486.0599976,0.242588073,1.693458438,8.647976875,1.161835432,6.38471365,25.81637001,1.663990021,7.256477833,27.16332626,1.231589794,7.278194427,27.25037384,1.324914336,6.498657227,26.49835777,1.149676085,7.032576084,26.61612129,32.86360931,156.6806793,589.5814819,38.23944473,170.9303436,626.710144,39.30491257,189.1949768,695.3739014,40.17053604,186.4186401,689.2432861,22.58258247,105.7798004,395.0407104,29.00698662,127.0396576,457.5525818
486.9599915,0.604322195,2.774889469,11.37473869,1.714476824,6.882285118,28.37137413,1.656410694,7.713980675,29.26612854,1.246216774,7.440972805,26.52035332,1.480114102,7.640189648,26.9339962,2.002975464,7.172227859,26.65122414,36.92183304,167.7525635,618.7432251,39.62623978,178.296936,656.0109863,42.53624725,197.6844635,723.1899414,42.76288223,197.2884216,730.855835,24.88599777,114.7779617,416.4449158,27.28535271,133.7369537,481.5601196
488.0299988,0.848471463,3.410283327,13.18536854,1.524011493,7.696183681,28.17778206,1.688759923,8.007860184,29.26799583,1.499991298,7.743019104,29.62112617,1.906585813,7.789870739,30.19392395,1.246044636,7.520429134,30.00388527,36.19924545,176.4285889,662.5654907,39.13767242,193.8224182,703.9669189,46.00214767,214.2350769,775.21698,46.8717041,216.799118,777.647644,26.480793,118.6990509,443.9192505,30.03733063,137.4626617,518.640686
488.9299927,1.206459761,4.318673134,14.90599346,1.6924088,8.333005905,29.39509773,1.531330466,8.501319885,31.32838058,2.365168095,8.617149353,28.21767044,2.253338575,8.679512024,30.23633957,1.485561728,7.612918377,29.55971146,42.52946854,190.4074249,707.8984985,44.07977295,201.1683807,738.4145508,49.37958145,224.3522034,815.8581543,45.54476547,227.2027283,824.3752441,26.81989098,125.2168427,458.3019714,32.43452835,152.4241333,548.1223145
490,1.470038414,5.34752512,14.83172417,1.74746573,8.700478554,30.79017258,2.136752129,9.533214569,33.71709824,1.843641996,8.196993828,30.65339851,1.458260417,9.61915493,32.52320862,1.638049245,8.622905731,30.38887024,41.85778427,206.196228,739.9093018,47.25388336,210.7592468,774.5474243,51.88830566,243.8936615,858.7889404,52.13277817,235.9709015,859.7097778,28.88505745,131.3917236,487.7402344,34.83699417,163.2893677,578.9326172
491.0400085,1.72877121,5.990440845,16.16734695,1.927718878,9.057780266,32.53924179,1.921701074,9.390220642,36.24486923,2.435659409,9.072686195,32.82490921,1.918201208,9.257908821,33.54971695,1.705634475,8.818366051,30.69883347,47.68999863,209.7905273,770.4627075,49.96369171,222.152832,820.9490967,53.11837769,249.6603851,898.6069946,55.30971527,251.6647034,905.7506714,30.60023117,142.5572815,510.0466003,37.44335175,166.8561554,606.9430542
491.9400024,1.876726866,6.372765064,17.83819771,2.412333965,9.824008942,32.42747116,2.678058147,9.855080605,34.52085114,2.702976465,9.841981888,33.49291992,2.052201271,9.267676353,33.05451584,1.889363527,9.385878563,30.00593567,53.73119354,224.0975494,817.5488281,50.48873901,232.2269745,848.4752808,53.32629395,261.8884888,951.2387695,56.24927521,264.7783813,946.5977173,30.70350266,148.6367493,536.3195801,39.54394913,171.3750153,630.7678833
492.980011,1.897149205,5.500319958,18.25382805,2.33855176,9.688819885,33.17020416,2.636712313,10.38425732,34.789505,1.906577706,9.220625877,33.7574234,2.382795811,9.093494415,33.60254288,2.389252663,9.396460533,31.20859528,49.56818008,229.6808167,856.9880981,53.88304901,246.6592102,894.3327637,58.71081924,275.1180725,1000,58.96624756,277.006012,994.0474243,34.04068756,155.1594238,555.3250122,38.93764114,187.0399475,662.8200073
494.019989,1.232833028,5.415301323,17.5118885,2.331953526,9.915963173,31.62421989,1.982712626,9.575932503,34.30058289,2.582866907,9.003357887,33.8103981,2.400839567,9.730704308,34.57426071,2.011987925,8.871021271,30.74520493,53.98664474,240.1230164,879.8936157,54.36136246,258.4223938,939.3999023,61.03184509,296.0956116,1000,62.01887894,288.7149658,1000,34.9638443,161.3342743,584.838501,40.92440414,192.8955231,691.2105103
495.0700073,1.006044626,5.169372559,16.15911293,2.144600153,8.773995399,33.41753006,2.151849747,9.720463753,34.78739548,1.856646538,8.65433979,32.02547073,2.113231897,8.751423836,32.03781891,1.941081524,7.763057709,31.14994812,55.38407898,254.1304474,928.0685425,58.85439682,267.8356628,979.7018433,64.34216309,303.3031311,1000,66.33352661,300.6318359,1000,36.2339325,166.5495605,615.3568115,42.99283981,200.1444855,727.0693359
495.9700012,0.88291049,3.934405327,15.3727169,1.450901389,8.823145866,32.94016647,2.088325262,9.252403259,35.61082458,1.772762537,8.303606033,33.35114288,2.16704917,8.7841959,32.00208282,2.221647024,8.839139938,31.08863449,58.41511154,267.2000427,951.4122314,61.44148254,278.8874207,1000,69.1640625,312.7868347,1000,67.10055542,311.4078979,1000,38.46844101,178.2232513,629.5545654,43.22920227,204.618515,743.9049072
497.0100098,0.415952176,3.557139397,15.18593597,1.615800381,8.136104584,31.7529068,1.98669982,8.474854469,32.10095215,2.081928968,7.654248714,30.60895348,1.631431222,8.430732727,31.77633095,2.185106039,7.674915791,30.13768196,58.87358475,268.7845459,1000,64.17378998,283.5500488,1000,70.81687927,321.319458,1000,70.46057129,328.7804871,1000,39.23854446,184.802536,658.4344482,45.05021286,218.0241852,774.5756836
498.0499878,0.324841857,2.342413664,12.19034958,1.303716421,7.794748783,31.3827095,2.266865969,8.229720116,30.51546478,1.330633044,7.062147141,30.58723831,1.18035686,8.549314499,31.3419323,1.503836513,7.675171852,30.01735115,60.23635864,282.9343567,1000,65.11190033,306.2504883,1000,73.52890778,336.3703003,1000,73.50351715,344.8434753,1000,41.93540192,190.4529877,680.6261597,47.30455017,222.7654114,812.1271362
498.9500122,0.2720595,2.677883387,12.25547504,1.374202847,7.490139484,30.17826462,1.47994554,7.715033054,32.70830917,1.953256607,8.086417198,29.85857391,1.842746735,7.12284565,31.25767326,1.730975986,7.352535725,28.99762154,64.60787964,301.6485291,1000,67.18909454,314.2714233,1000,77.41565704,348.8426819,1000,75.74877167,353.9535828,1000,40.28586578,193.5433807,710.8809204,50.31875992,232.4100647,835.7297974
500,0.220559537,1.879120588,8.512010574,1.719349265,8.00026226,28.99311256,1.455773592,7.767305851,29.94332314,1.877077222,8.263415337,28.90154457,1.544764042,7.840513229,28.90452194,1.060739994,6.324689388,27.9153614,67.78528595,307.6292725,1000,68.70664978,325.9760742,1000,77.27996063,358.0115967,1000,80.7390976,361.3403625,1000,42.39550781,198.3838806,735.6468506,51.96458817,233.8339996,872.4002686
501.0400085,0.13478905,2.024590731,8.5601511,1.836433887,7.093858719,28.18652534,1.535002112,7.308917999,30.28864861,1.714971781,7.408241272,29.24231339,1.784555554,7.864088058,28.84983444,1.332274199,6.622560978,26.65264511,69.47247314,323.4968567,1000,74.63420105,336.0524902,1000,80.57984161,375.3381653,1000,80.11001587,384.9074097,1000,44.74495697,205.0981903,757.1967773,52.94009018,244.6251984,903.7800903
501.9400024,0.17960231,1.797718287,7.63408041,1.690055609,7.465819836,27.92204285,1.565889716,8.321659088,29.61034393,1.525927782,6.887454033,28.88408279,1.633144259,6.735632896,27.95866585,0.902826071,7.799899578,25.79801369,73.61322784,330.3137512,1000,73.40686035,345.4201355,1000,84.05879974,382.9615479,1000,86.25131989,391.4460754,1000,46.52146149,210.4819183,778.2791138,53.48280716,248.5924683,919.5610962
502.980011,0.2383506,2.017563105,7.082478046,1.930631042,6.454087257,25.79039383,1.278464556,8.285959244,29.06394958,1.68242538,6.951836109,26.99308205,1.627757549,7.764428616,27.70564461,1.680294752,6.515104771,26.78862953,75.2140274,342.3477478,1000,76.03371429,357.4353027,1000,86.14944458,398.5211182,1000,85.95838928,409.6009521,1000,46.64110184,220.3710327,803.6002808,55.01815414,262.4765625,959.4121094
504.019989,0.466651112,1.44691515,5.322498322,1.700763702,7.337931633,27.01840973,1.919353604,7.422215462,29.04815674,1.408152103,7.240600109,27.56406784,1.40588963,7.102806091,31.60987473,1.01771152,7.197980881,26.50657463,76.94663239,352.8392334,1000,79.25669861,373.6073303,1000,92.62580109,413.091217,1000,90.32324219,415.8701477,1000,50.52511978,225.570816,831.4736938,58.71079636,270.7780457,987.0841675
505.0700073,0.189314082,1.45659852,5.59789753,1.213431954,7.398488045,27.35573959,1.546112776,7.718473434,28.18081856,1.815736413,7.281569958,26.89398575,1.79285264,7.485845089,28.34953117,1.551271677,6.940712452,25.91930008,80.29967499,357.4583435,1000,80.79740906,380.093811,1000,92.52585602,427.9150085,1000,93.11788177,429.331665,1000,50.47511292,235.9234772,846.4046631,59.66636658,279.8674011,1000
505.9700012,0.17367284,1.200241327,5.206664085,1.746265173,7.826905727,27.49661255,1.731172442,8.344022751,28.33641624,1.829366922,6.924921036,26.82205582,1.711988926,7.062569618,27.96198463,1.137431026,7.322935581,24.64996529,80.62635803,369.6303101,1000,84.57640076,384.8224487,1000,94.59275818,433.6071167,1000,96.39574432,440.4184265,1000,54.98189545,242.8379211,872.5853271,62.39916992,281.7810364,1000
507.0100098,0.178350002,1.135198236,4.952365875,1.445157409,6.918519974,27.06828499,1.52923584,8.059873581,28.8535099,1.344153762,7.864424229,27.18734169,1.629099965,7.207028389,28.51407242,1.736215115,7.273523331,26.81692696,81.5760498,381.1163025,1000,83.87313843,395.611908,1000,97.16712952,454.7378235,1000,97.96923828,456.3238831,1000,55.08153534,245.1887207,897.1873169,62.30812454,292.1173401,1000
508.0499878,0.19957757,1.244551063,4.292681694,1.717323542,6.789633751,26.34513855,0.972435892,7.622466087,26.68482208,1.060472369,6.848083496,27.98856354,1.303878427,7.678692818,27.29856873,1.49247396,6.616377831,23.45454407,84.78370667,389.9327393,1000,90.60024261,412.1566772,1000,101.1048889,460.2404175,1000,98.88271332,470.2519226,1000,56.27115631,255.6389923,929.6724243,64.10134888,297.3126526,1000
508.9500122,0.245956063,1.132443905,4.513897896,1.437892199,7.05625248,27.35313034,1.364268422,7.451654434,27.61104584,1.594896317,6.775505543,25.58455658,1.178709149,7.389996529,28.25744629,1.331914902,7.040071964,24.91292763,84.4347229,399.0400391,1000,90.56854248,418.2120667,1000,100.3913803,467.6058655,1000,101.6459732,472.8872681,1000,55.08848572,258.7744751,946.0070801,68.27766418,302.2567139,1000
510,0.305835694,1.353626966,4.28826046,1.875203133,7.671545982,25.31669998,1.176827192,7.090172291,26.39915657,1.886776686,6.646213531,26.2861557,1.50262332,6.8797822,25.88623619,1.263434768,6.604065895,26.20436287,85.14345551,404.9453735,1000,92.58384705,423.9474182,1000,102.4518433,484.3157959,1000,105.9726334,482.4363708,1000,56.38253021,253.6427917,964.1871948,69.52859497,313.7668152,1000
511.0599976,0.107525997,0.860102952,3.774782181,1.608373642,6.603446484,26.7842083,1.551921129,7.392520905,25.73814392,1.362013221,6.531195164,25.48325729,1.608109593,6.927985191,26.49378014,1.733712196,6.583990097,24.39582634,92.25894165,406.7893372,1000,94.77030182,433.8454895,1000,107.0760269,495.3053284,1000,102.9954681,493.3815308,1000,57.47597504,264.1638489,970.9223022,69.01712036,318.5854797,1000
511.9599915,0.174908176,1.11584568,3.095617294,1.493884921,7.134387493,26.43989754,1.58045733,6.792918682,27.25437355,1.335876346,6.881811619,25.07906342,1.756762624,6.348930359,25.78570557,1.643995643,6.685430527,24.04351807,87.37929535,419.5391846,1000,94.71097565,441.0698547,1000,107.7557983,499.851532,1000,110.197052,495.97052,1000,58.91372681,269.1851196,998.4377441,70.25252533,330.8334656,1000
513.0300293,0.34053722,0.697431147,3.002925396,1.230865836,6.646139145,24.68403053,1.699428916,6.905345917,27.47060776,1.450607657,7.078381062,25.12871742,1.688987494,7.095202446,25.16909409,1.454551578,6.271634579,23.65934753,93.87033844,432.8967896,1000,99.5602417,449.7580261,1000,107.6760178,509.3969727,1000,108.4246674,511.2575989,1000,60.19028091,274.9141541,1000,70.52850342,326.6606445,1000
513.9299927,0.147916839,0.964388371,2.842670918,1.225449324,7.683684826,24.47426987,1.446323991,7.166427612,27.4285717,1.516057491,6.722311974,25.8757,1.392989993,6.569530964,26.25681114,1.352017879,6.640640736,24.41930008,95.36257935,437.6804504,1000,95.98136139,450.2252808,1000,109.6001053,514.4213257,1000,114.9098511,521.6789551,1000,60.85211945,276.4903564,1000,71.53971863,328.4434204,1000
515,0.188266888,0.720716059,3.480300426,1.493870258,6.00365591,24.99934387,1.584828138,6.984126568,26.1289444,1.191329122,6.862738609,26.63486671,1.693544269,6.312330246,27.07583618,1.136173725,6.167891026,22.52464867,96.69733429,438.9064026,1000,101.6672974,459.4418335,1000,112.4167938,518.8712769,1000,114.4873276,527.338623,1000,60.57328033,281.1748962,1000,70.78023529,338.9645081,1000
516.0599976,0.008406681,0.646062315,2.894635201,1.393316984,6.137856483,27.00718498,1.573742986,6.368453979,29.65005493,1.204420686,6.59732914,24.81949043,1.826918244,7.444749355,26.68949509,0.943157852,6.46888113,24.28005219,95.7146759,450.3912659,1000,100.6632233,464.6467896,1000,116.0089874,526.7281494,1000,116.0632172,532.6315308,1000,60.34445953,290.3418579,1000,69.73330688,335.6264038,1000
516.960022,0.08238183,0.84306097,2.861912727,1.303780913,6.813879967,26.01411819,1.596250415,7.084325314,26.13156509,1.388626933,6.589982986,24.79541779,1.710519671,7.082255363,25.65548325,1.318610311,6.138563633,23.34112549,97.96762848,448.1137695,1000,100.7853317,468.3204651,1000,115.4913177,531.5401611,1000,114.1589661,533.9473877,1000,63.04787827,290.1903992,1000,74.49417114,342.1107178,1000
518.0300293,0.108102717,0.777031481,2.715480804,1.145776749,6.602178097,25.50725365,1.575083256,6.770587444,26.26031113,1.33983469,6.141138554,25.80602837,1.551128626,6.280190468,24.27123451,1.591185212,5.836361408,23.22144508,98.47279358,452.1462708,1000,101.9890823,473.4920349,1000,117.7857056,534.927063,1000,118.0718613,538.1609497,1000,63.50851822,290.6613464,1000,75.0202179,351.1954041,1000
518.9299927,0.239625856,0.49063161,3.307011604,1.504491806,7.326031208,25.63718605,1.782935977,7.411596775,26.04803467,1.647766709,6.567483425,23.18363571,2.197049379,7.091458321,25.38905334,1.317838788,6.544176579,24.32102585,100.6948776,461.9114685,1000,103.2977753,481.2388916,1000,119.4980927,547.1333618,1000,115.764534,551.6538696,1000,64.5585022,288.9553223,1000,75.47530365,350.5189514,1000
520,0.173075974,0.67700398,2.480334044,1.132359266,6.636991024,25.35742188,1.48736608,7.289067745,24.82918167,1.407934427,6.230886936,23.3432045,2.013001919,6.731676102,24.66399956,1.232587576,6.441615105,23.16617775,96.72651672,463.8262329,1000,104.5003357,485.8618164,1000,114.9509964,551.6924438,1000,119.545166,553.0718994,1000,65.00863647,295.0380859,1000,75.22658539,348.5039368,1000
521.039978,0.066648342,0.707361817,2.925626755,1.41083765,6.244062424,24.88106155,1.360174179,7.224042416,26.68045807,1.646300077,6.955443382,25.93304825,1.267384291,6.793129444,23.73101425,1.117763162,5.929428101,23.59015274,100.2651367,463.3106079,1000,104.8244476,485.3582458,1000,116.974556,547.0400391,1000,120.0481186,555.4882202,1000,64.59142303,298.5079651,1000,77.14689636,354.3682251,1000
521.9400024,0.074870221,1.050137401,2.725688219,1.453463316,6.718749046,27.25930023,1.251948237,6.703990936,26.33034897,1.526360989,6.542118549,24.28970909,1.261487007,7.005971432,22.73027992,1.531235576,5.738607883,24.38294029,101.5825653,469.6519775,1000,105.6912613,486.3241882,1000,119.8344269,548.3179321,1000,120.5031128,548.7120972,1000,64.04884338,297.9468994,1000,77.02936554,360.0971069,1000
522.9799805,0.243937314,0.668392837,3.061231136,1.372712851,7.223826885,24.63411331,1.39634335,6.973817825,26.63865089,1.512421608,6.265797615,24.98048401,1.458752871,6.667593479,24.49572563,1.149541974,5.882083416,23.04854393,102.462616,468.2176208,1000,104.1239395,491.8774414,1000,116.8523407,561.3016357,1000,119.1896439,568.5372314,1000,64.42491913,300.0870056,1000,80.09951019,366.8005676,1000
524.0200195,0.308758438,0.749167085,2.263977289,1.395726562,6.765864372,25.15232468,1.494600415,6.807757854,25.86178207,1.129559636,6.363353252,25.69155693,1.447298288,6.514060497,25.47124672,1.497757554,5.91534996,21.96199989,100.1872177,476.4163818,1000,103.1934128,498.2362671,1000,118.903511,559.2212524,1000,120.7145004,569.1519165,1000,64.25619507,303.3487854,1000,77.67649841,363.5526123,1000
525.0700073,0.160779864,0.694813132,2.350704193,1.039021969,6.673980236,23.9497757,1.4359833,6.539783001,25.4523201,1.502559423,5.365168095,23.95257187,1.16176486,6.578816891,25.78624153,1.312123537,6.337584019,21.95057106,103.9428864,472.5354309,1000,106.6152039,494.058075,1000,122.0847549,560.5599976,1000,120.7680283,562.4858398,1000,63.67954636,298.9844055,1000,75.07023621,364.1748962,1000
525.9699707,0.226405591,0.735547781,2.704143286,1.497413635,6.366966248,25.06873703,1.858900666,6.315351486,25.35323334,1.369897723,6.105449677,24.25588799,1.932682514,6.791815758,24.60838318,0.957089126,5.844357491,23.31419563,103.7809067,480.6221008,1000,106.9067612,503.1013489,1000,121.1933212,557.7246094,1000,123.2453995,564.6408081,1000,65.87718201,302.1696167,1000,78.0996933,368.9234314,1000
527.0100098,0.100916661,0.84648484,2.438589334,1.654211044,6.949201584,24.59755898,1.182124257,7.044107437,25.8869648,1.051947355,6.435091496,23.56146049,1.207881331,6.563435078,23.5338707,1.781868815,5.594910622,22.15443039,101.1770477,474.6845703,1000,106.0579605,496.3349304,1000,121.1401215,561.2957764,1000,118.3330612,578.0927734,1000,65.68733978,310.0498962,1000,77.14579773,367.1506958,1000
528.0499878,-0.016802488,0.513397038,2.74161768,1.220432162,6.067313194,25.32620621,1.595080018,6.631117821,25.32538986,1.135181189,5.912374496,22.94976616,1.423982263,6.513568878,24.34157753,1.167006016,6.131673336,21.62394142,102.7458496,481.084137,1000,106.2590485,492.8014832,1000,122.8216553,568.1500244,1000,124.916893,563.7371216,1000,63.82096481,303.8623352,1000,78.12112427,366.5691528,1000
528.9500122,0.346573561,0.431708336,2.816159964,1.134602785,6.073483467,23.72253418,1.278882146,6.422607899,23.45921326,1.324791908,5.698744774,23.86084175,1.367807984,6.034191608,23.60257339,0.984235406,5.442978382,21.7215004,101.425972,467.78125,1000,107.2297058,495.5582581,1000,123.0104599,569.3175659,1000,123.4509201,561.8654785,1000,62.02156067,300.5304871,1000,79.95932007,364.0766907,1000
530,0.172040045,0.75386852,2.749716759,1.351443291,6.140985966,22.49297142,1.506929278,7.613866329,24.33019447,1.531830907,6.548219204,23.70024109,1.410461068,6.491643429,24.54091454,1.157464862,5.850623608,21.1146183,103.1914749,477.1208496,1000,109.8306427,495.5401001,1000,124.9469452,561.1091919,1000,121.1696701,570.4713135,1000,67.9511261,302.5948792,1000,80.21621704,361.9619141,1000
531.0200195,0.151797533,0.706024289,2.140796423,1.252507091,6.392373085,24.11281586,1.438343883,7.485554695,24.37543297,1.51181376,6.02648735,23.43027687,1.374427319,5.927343369,24.16217995,0.680832505,5.242592335,20.79685402,103.0352325,473.4305115,1000,107.86129,493.3249512,1000,123.9495087,561.9958496,1000,121.870369,554.1264648,1000,64.736763,306.3868103,1000,78.78386688,364.3175964,1000
532.0499878,0.183148652,0.534728348,2.340507984,1.6734972,5.370273113,22.4385891,1.251035333,5.921318054,25.63039589,1.144663215,5.849324703,23.51708794,1.03236115,5.97778511,22.09989357,1.371291637,5.334550381,20.74266624,102.8925476,467.4040833,1000,106.5894623,489.4822693,1000,119.4660034,564.050415,1000,124.2089844,559.677063,1000,64.43596649,301.4086914,1000,77.38600159,363.5418091,1000
532.9400024,0.090631954,0.481587529,2.679600954,1.745052814,6.129240036,23.04320526,1.270074725,5.515835285,25.17916489,1.716446519,6.071499825,22.97265434,1.419965982,6.30065918,21.99723434,0.885272086,5.706378937,20.80652618,105.2684784,468.948822,1000,107.5335922,493.6593323,1000,123.180603,562.2857666,1000,125.4957581,556.6712036,1000,63.07183075,303.6497803,1000,78.97962189,359.1416016,1000
533.9699707,0.299013257,0.656081915,3.198408127,1.375142097,5.624461174,22.25228691,1.153332472,6.647832394,24.49555779,1.155332804,6.123314857,20.97920418,1.849127889,6.128364563,21.51389885,1.106746078,5.194583416,19.36932373,101.7827454,474.1881104,1000,103.0542526,491.3263245,1000,122.1908035,564.6029053,1000,118.4230347,561.4439087,1000,61.08427048,305.2388,1000,78.25683594,362.2099304,1000
535,0.195158362,0.782362223,2.48749733,1.44818294,6.57474184,23.46949387,1.064899206,6.896174908,23.45894623,1.252788663,5.267157078,19.96407127,1.330503941,5.464731693,22.0881691,1.21738565,5.836447716,19.23311424,101.3181305,469.5664673,1000,103.6778336,486.9290161,1000,119.8790436,555.9564209,1000,122.8374557,552.871521,1000,64.62533569,302.0702209,1000,76.93202972,360.0081787,1000
536.0200195,0.206638902,0.624207676,1.933044553,1.622087479,4.975252628,23.72467041,1.24944067,6.066631317,23.9078598,1.602028608,5.275842667,21.14651871,1.462169409,5.732613564,21.99456787,1.144312382,5.427767754,20.87313652,99.438591,460.8919067,1000,109.0982742,476.4630127,1000,113.2175064,553.7188721,1000,117.6950531,553.578186,1000,63.19389343,294.3786316,1000,75.67604065,361.2310791,1000
537.0499878,0.090834022,0.686715305,2.04673028,1.096740961,5.26675415,21.27796555,1.430948138,6.860478878,22.48399544,0.775090396,5.058660984,20.46493912,1.649101377,5.430304527,21.98560143,0.858846128,5.079825878,19.00991631,97.57572174,460.6500549,1000,102.6856918,486.0890198,1000,117.2119904,551.6047974,1000,120.0288467,552.788147,1000,65.48925018,299.5263977,1000,79.44054413,356.941864,1000
537.9400024,0.239572406,0.562054753,2.691745758,1.030945182,5.489774704,22.65918922,0.988124847,5.957736015,22.52544022,1.335360169,5.6094203,20.79578018,1.385340214,5.647390366,19.480093,0.824252844,4.904737473,19.28312683,99.44965363,463.081543,1000,103.9997253,477.4022827,1000,117.1503448,549.5897827,1000,116.391655,545.8474121,1000,61.56558228,298.1097107,1000,75.89806366,348.5704041,1000
538.9699707,0.132807627,0.625124812,2.505496979,1.362974524,5.599162102,21.94260025,1.27177918,6.029540539,22.68979836,1.315146089,5.836139202,20.78939819,1.298063636,5.75007534,20.8927269,1.096870542,5.010026455,17.98803902,98.15180969,454.9046021,1000,102.7578354,476.6221924,1000,118.0795212,547.3778687,1000,120.3605423,543.9781494,1000,63.37852859,293.349823,1000,77.2691803,352.3273315,1000
540,0.227224916,0.572525322,1.655695438,1.034917951,4.602923393,20.57387924,1.420702219,5.433114529,21.81714439,0.876281142,5.453547955,21.13316345,1.269046545,5.298673153,20.67825127,1.130039454,4.690149307,18.19874191,96.95966339,447.9622803,1000,102.3255463,479.927002,1000,115.480751,536.8929443,1000,117.3563385,538.5898438,1000,59.88286591,288.0799866,1000,74.29774475,350.7467957,1000
541.039978,0.140423909,0.586417496,2.344962835,1.652047038,4.579732895,20.59600258,1.524692297,6.174584866,21.17783165,1.294401765,5.259666443,19.18385124,1.276399255,5.590610027,20.16871452,0.84338367,5.504011154,17.51576996,99.49523163,443.3634338,1000,100.8562927,471.4162292,1000,114.1376038,538.5617676,1000,116.075592,538.7115479,1000,62.42423248,284.5793152,1000,74.17304993,345.0997009,1000
541.9400024,0.016501376,0.523450613,1.853835702,0.993224204,5.009744644,18.88308144,1.213880777,5.398616791,22.05734253,1.278156757,5.933613777,19.19173813,0.925671935,4.777207851,19.17156219,0.888623118,4.600705624,17.63443184,98.12853241,445.291687,1000,104.0345688,464.779541,1000,115.3437729,521.411377,1000,113.4392929,526.03479,1000,62.89702606,281.8515625,1000,71.30657959,345.5172119,1000
