Wavelength,Ethanol_1,Ethanol_2,Ethanol_3,0_Hg_1min_1,0_Hg_1min_2,0_Hg_1min_3,0_Hg_3min_1,0_Hg_3min_2,0_Hg_3min_3,0_Hg_5min_,0_Hg_5min_2,0_Hg_5min_3,0_Hg_10min_1,0_Hg_10min_2,0_Hg_10min_3,0.025_Hg_1min_1,0.025_Hg_1min_2,0.025_Hg_1min_3,0.025_Hg_3min_1,0.025_Hg_3min_2,0.025_Hg_3min_3,0.025_Hg_5min_1,0.025_Hg_5min_2,0.025_Hg_5min_3,0.025_Hg_10min_1,0.025_Hg_10min_2,0.025_Hg_10min_3,0.05_Hg_1min_1,0.05_Hg_1min_2,0.05_Hg_1min_3,0.05_Hg_3min_1,0.05_Hg_3min_2,0.05_Hg_3min_3,0.05_Hg_5min_1,0.05_Hg_5min_2,0.05_Hg_5min_3,0.05_Hg_10min_1,0.05_Hg_10min_2,0.05_Hg_10min_3,0.075_Hg_1min_1,0.075_Hg_1min_2,0.075_Hg_1min_3,0.075_Hg_3min_1,0.075_Hg_3min_2,0.075_Hg_3min_3,0.075_Hg_5min_1,0.075_Hg_5min_2,0.075_Hg_5min_3,0.075_Hg_10min_1,0.075_Hg_10min_2,0.075_Hg_10min_3,0.1_Hg_1min_1,0.1_Hg_1min_2,0.1_Hg_1min_3,0.1_Hg_3min_1,0.1_Hg_3min_2,0.1_Hg_3min_3,0.1_Hg_5min_1,0.1_Hg_5min_2,0.1_Hg_5min_3,0.1_Hg_10min_1,0.1_Hg_10min_2,0.1_Hg_10min_3,0.01_Hg_1min_1,0.01_Hg_1min_2,0.01_Hg_1min_3,0.01_Hg_3min_1,0.01_Hg_3min_2,0.01_Hg_3min_3,0.01_Hg_5min_1,0.01_Hg_5min_2,0.01_Hg_5min_3,0.01_Hg_10min_1,0.01_Hg_10min_2,0.01_Hg_10min_3,0.015_Hg_1min_1,0.015_Hg_1min_2,0.015_Hg_1min_3,0.015_Hg_3min_1,0.015_Hg_3min_2,0.015_Hg_3min_3,0.015_Hg_5min_1,0.015_Hg_5min_2,0.015_Hg_5min_3,0.015_Hg_10min_1,0.015_Hg_10min_2,0.015_Hg_10min_3,0.02_Hg_1min_1,0.02_Hg_1min_2,0.02_Hg_1min_3,0.02_Hg_3min_1,0.02_Hg_3min_2,0.02_Hg_3min_3,0.02_Hg_5min_1,0.02_Hg_10min_1,0.02_Hg_10min_2,0.02_Hg_10min_3,0.0075_Hg_1min_1,0.0075_Hg_1min_2,0.0075_Hg_1min_3,0.0075_Hg_3min_1,0.0075_Hg_3min_2,0.0075_Hg_3min_3,0.0075_Hg_5min_1,0.0075_Hg_5min_2,0.0075_Hg_5min_3,0.0075_Hg_10min_1,0.0075_Hg_10min_2,0.0075_Hg_10min_3,0.005_Hg_1min_1,0.005_Hg_1min_2,0.005_Hg_1min_3,0.005_Hg_3min_1,0.005_Hg_3min_2,0.005_Hg_3min_3,0.005_Hg_5min_1,0.005_Hg_5min_2,0.005_Hg_5min_3,0.005_Hg_10min_1,0.005_Hg_10min_2,0.005_Hg_10min_3
501.0400085,0.351078481,0.252603918,0.372736037,1.808610082,1.443025947,1.550153732,1.336084485,1.445464253,1.142096519,1.487943411,1.068843603,1.200632453,1.90077126,1.226993918,1.970780969,93.17551422,95.38450623,96.67490387,95.986763,98.17503357,93.28507996,93.73662567,95.30258942,98.73614502,94.37208557,97.49523163,97.20474243,152.3770752,153.0409088,156.4757843,155.5416412,153.1947784,158.022583,156.4966888,154.6069031,156.9167938,155.4299927,153.3021393,152.7852173,138.8718262,143.3048248,140.3351898,140.4078522,144.4393005,143.2081757,133.1893768,139.7638092,141.0709534,141.670929,140.5580902,138.4924164,121.4224091,120.4527054,127.9557037,121.955864,124.073616,122.3037262,124.1691589,129.2148895,121.1885376,121.5996933,121.7120895,123.2912292,58.13507462,55.22391891,56.62208939,53.55301285,55.27300644,58.59940338,58.13913727,59.26721573,57.15909195,57.19849777,55.94139862,57.95365524,85.34150696,87.01667023,89.2857132,83.33911896,85.26436615,85.86127472,83.97846222,87.61894989,85.43000031,84.49848175,86.72605133,81.80774689,88.40414429,87.402771,86.37406921,92.94335175,88.72206116,87.73480988,86.20072174,86.98162079,88.64057922,87.95480347,36.63445282,36.26625443,34.47138977,36.97639847,36.49269104,36.75851822,35.20924759,36.63605118,36.51237488,34.40968704,35.55329895,35.78274536,1.700417399,1.869690418,2.083352089,1.90545249,1.888950109,1.629143119,1.745496392,1.474304914,1.838523626,2.411101341,1.82256496,1.627563357
501.9400024,0.196088448,0.27651158,0.260456055,1.541839123,1.070932627,1.420205355,1.524350166,1.200335145,1.455031991,1.015415907,1.513046861,1.219650269,1.629374027,1.361211419,1.730322838,100.1523285,99.66674805,103.2595367,101.2923584,99.56999207,100.7599335,97.29802704,101.1697311,94.20509338,98.91112518,95.44100189,95.34037018,159.3412781,159.0262909,157.3434906,158.9333649,160.5989075,159.5555267,159.894516,161.1555634,158.2296448,159.972168,159.3788147,163.1316223,143.6836548,149.2132874,141.7861786,143.2318115,145.4139099,144.4469604,145.9216614,146.2580719,142.5643311,149.1377106,141.6390686,142.5085907,126.984787,125.3742905,129.9188843,127.5166702,126.8420334,125.9662781,127.6486053,124.5186691,123.8897171,130.1501617,129.0371246,128.9507599,59.57598495,57.73265457,60.7387352,58.11410141,56.61712646,58.4919548,58.26701355,58.39434814,59.62290955,57.24258804,58.23715591,59.24969864,89.14336395,87.82067108,88.32829285,87.56111145,89.33348846,85.95079803,91.92623901,85.62391663,87.96543884,85.68952942,86.75125885,86.71863556,88.25812531,90.12259674,89.82456207,89.72697449,89.07187653,92.45980072,88.48065948,85.27852631,90.47818756,87.57735443,37.75672913,37.51750565,36.98738861,36.76311493,36.15090561,37.82392883,38.89630508,35.3122673,35.85977936,35.54687119,37.59622192,34.37768936,1.824737549,2.16268158,1.747693419,1.964071035,1.933993101,1.62759614,1.721769214,1.48769033,1.6322366,1.787507892,1.526691318,1.766648769
502.980011,0.304934859,0.287920862,0.339774907,1.555024981,1.537908554,1.091442466,1.179386377,1.234830737,1.547301412,1.153000712,1.851395845,1.603355765,1.767262459,1.146403909,1.566164017,103.5572815,105.106636,107.624527,104.0113297,101.6799164,101.9279175,104.4217453,105.9482651,103.3321686,101.8961945,101.0023575,99.51750946,163.2716217,168.2054443,164.0276031,167.5611572,166.7625122,164.429306,160.1565552,165.0233459,161.7443542,162.2843781,161.729126,166.9503632,149.2484436,153.9466858,149.5590363,153.8237915,152.5529175,149.1486053,153.0826263,148.6317291,150.7861786,149.7215424,152.9010773,154.1809692,129.3717804,130.836319,134.5122681,133.9259796,133.5048218,133.2261353,133.0565491,130.8052368,132.2795563,133.3607178,134.718338,133.0938416,62.74961853,61.80358887,61.45586014,60.49341583,60.22865295,62.58308792,60.10559464,62.13480377,60.18890381,59.39261246,57.30688095,61.0153656,90.07962036,93.91173553,92.85083771,88.98703003,90.97575378,93.37824249,89.9799118,91.92688751,93.95487976,91.59048462,84.45552063,89.12416077,97.73110962,96.94572449,91.95373535,95.09039307,90.84992981,95.06893158,91.43035889,95.53045654,95.25088501,90.30187988,39.02074432,37.84722519,38.28379822,37.34392929,40.08721924,38.80516434,40.03166962,37.74095917,37.97235107,36.59344482,36.6007576,38.54463577,1.52291286,1.435956359,2.196406603,1.729609966,2.880962849,1.393879056,1.930600524,1.822865486,1.867951632,2.244450331,1.716012955,1.743187428
504.019989,0.412788004,0.345743567,0.207327291,1.479910016,1.838693261,1.542429209,1.291834831,1.51624918,1.824939132,1.20444119,1.577483535,1.41486907,1.083105206,1.464782,1.58494544,108.4904099,106.3010941,109.743721,102.8528595,104.0202866,103.8284378,104.5581131,105.8708878,103.229805,104.4489746,107.6655426,103.6063004,169.0983124,170.5640717,176.620163,170.4181061,170.124176,172.0497894,169.4896393,167.1975098,169.87117,174.3331757,171.5591278,175.4044647,156.9438171,154.5015259,155.2855225,153.8171997,153.6085663,155.5323792,156.4369507,154.5358124,156.2638397,155.6161346,159.6060028,152.6663208,136.6764679,137.6428528,135.9234314,137.8264465,136.6934967,133.9927673,134.9585266,138.2981415,136.6354523,137.3671265,139.0692749,139.657608,65.2999115,60.96387482,65.77626038,63.54711151,63.83576202,62.00545502,63.65343857,64.75401306,65.12393188,64.01584625,62.52618027,62.57495117,94.17346191,98.33461761,94.15923309,95.00025177,94.43556213,97.49269867,89.59869385,89.15419769,97.94516754,93.66831207,93.56548309,91.59539795,95.362854,95.46709442,95.71191406,97.47029877,96.71102905,94.42594147,99.18679047,101.0763702,92.30715942,96.7019577,40.5591507,39.99232101,39.56956863,39.11903763,39.55630493,39.48344803,39.34335709,38.44598389,37.86442566,39.51182175,39.2485733,40.24517059,2.036659956,1.613226771,2.004616737,1.646476626,1.960182786,1.97166574,1.194388986,1.869579554,1.855988979,2.011934519,1.73545289,2.009622335
505.0700073,0.416503757,0.457731873,0.275569886,1.572183967,1.798245192,1.71974051,1.411729097,1.832231998,1.370572805,1.670463085,0.871839583,1.576390386,1.53151083,1.441493034,1.447388649,108.6417694,110.133194,111.2163467,108.252388,107.4354248,104.8388519,110.8974533,107.5329666,108.8667755,108.7152252,109.5698624,109.7284698,177.936615,179.0334778,174.8829346,179.4931946,174.7165222,174.3399353,174.0096741,177.2820129,177.6456451,173.1647949,171.1189423,172.9469147,160.5893402,162.1213837,159.78479,159.3799438,158.0957794,160.4409943,160.5265961,158.2987061,159.6663055,159.4210205,159.3317566,160.9708862,143.8177948,137.8177032,140.6996307,141.2598267,140.6415863,140.4024048,139.4548798,143.2416534,144.3572693,143.85112,136.8305359,139.5258026,65.46727753,65.95529175,64.54769135,65.81519318,65.96568298,66.09095764,65.54956818,63.12057495,62.76678467,64.82352448,64.7554245,66.4308548,97.92478943,96.23929596,93.69842529,98.36051941,96.66534424,94.02532196,96.73423767,94.12489319,94.47622681,94.95756531,94.92436218,93.74163055,100.4780121,99.59830475,100.5094833,98.04109955,101.2507248,102.0069809,99.49832153,98.20933533,99.06538391,99.45345306,42.73650742,40.22103882,41.5697937,40.06471252,41.50729752,42.68875504,37.82196426,42.21121597,39.63014221,37.76209259,39.66679382,39.48949432,1.929596305,2.139574051,1.883600473,1.542315722,1.929064631,1.247118711,2.245484114,1.406493664,2.018668413,1.660079718,1.98785007,1.928365111
505.9700012,0.264050007,0.238801897,0.262500554,1.307551026,1.357613921,1.102121592,1.40883553,1.029082298,1.321258068,1.830316901,1.437354565,1.329151869,1.455234647,1.330567122,1.541499257,111.8728714,109.6158676,110.1935425,111.291687,111.2422791,112.4206619,112.7086792,111.8260498,111.7835236,112.3506012,113.8551331,112.7828445,178.9166565,182.0232849,178.4359741,180.1563873,181.9634705,180.845932,180.4832153,174.5113831,177.6471863,179.689743,180.7295685,179.7928467,168.6576233,163.2762756,160.9278107,167.0739899,162.9702759,162.5567627,162.6634521,160.9623108,164.828064,162.0251617,164.2843475,164.752243,145.59729,142.7654724,144.3273163,143.672287,144.3030548,144.447403,143.8911133,146.4987793,142.4538269,146.5108795,148.2787628,142.868988,68.89315033,67.19400787,69.30615997,69.17679596,66.63832855,66.17752838,69.26959991,67.25654602,65.46656036,65.52401733,65.01907349,64.64431,99.86473846,102.0969543,96.23513031,99.60676575,98.71439362,103.3038635,99.42669678,95.79954529,95.97637177,97.2614212,97.5256424,96.06826019,103.0274506,106.138855,101.0432663,104.0540085,102.5016174,105.6028748,102.6161804,99.61517334,105.2042542,98.75809479,42.3314743,41.19944382,39.29989624,40.99175644,42.4320488,40.09490585,42.49124908,42.95737457,41.18745804,39.05173492,38.81949615,39.76953125,1.773614407,2.003459692,1.732121706,1.694986701,1.974563599,1.959114075,1.74007988,2.296632767,1.823231697,1.801407456,1.63077569,1.562084317
507.0100098,0.207922682,0,0.302511692,1.251194119,1.352616787,1.124916434,1.52716589,1.564249754,1.517488837,1.431476831,1.530734658,1.262890339,1.224581242,1.232858181,1.387437701,114.3451996,116.5687866,114.4414368,113.333725,114.4282303,115.921402,119.1643066,116.1854248,112.5026932,114.7990265,116.019516,114.7798233,183.5440369,180.9436493,188.8561554,182.3213348,183.5868683,182.4850769,185.6842804,186.0257721,184.6105194,179.7482758,180.4143677,181.6026154,167.1231689,162.0069427,169.4091797,168.3040924,165.7257538,165.0240784,167.7384033,168.1564178,167.3676147,168.6567383,164.5364685,169.8724823,147.5141602,148.5057526,149.4003143,144.4779968,147.444519,150.0531158,144.7048645,147.0247803,149.4618988,146.911499,146.9577637,152.4148254,67.42185211,68.53897858,71.06564331,69.98865509,67.36331177,69.64333344,66.04476166,68.8783493,67.33190155,70.18053436,66.63409424,68.41464996,104.3609467,103.8706284,101.0162048,100.6172333,102.5111618,106.4155045,101.8153229,99.96804047,104.1317978,101.5037918,100.8337479,100.5398407,107.2302704,109.4494553,104.0781631,106.8405914,104.6973877,107.3217545,102.9380035,106.5067291,105.583519,106.8338242,43.34452057,40.76284409,43.07071686,42.30551529,42.58169556,43.21611404,43.93156433,45.21517563,45.32937241,41.80075073,42.43875504,41.3338623,1.607829452,1.616190672,1.817975163,2.201218128,2.051009178,1.719216824,1.745067,2.189306498,2.063684464,1.833674073,2.303992033,1.470078826
508.0499878,0.190421,0.226134434,0.213181436,1.191045403,1.712328792,1.619556069,1.128022075,1.451304436,1.249968052,1.095033288,1.222978234,1.172204375,1.517591357,1.649276614,1.554828882,118.0526047,120.7557068,121.4311218,121.408226,119.5535507,118.0398636,118.0056076,122.9360886,116.8887634,120.108429,116.6045609,121.5474701,189.1398621,187.706192,191.1355896,188.3325195,190.4797821,190.4012909,187.1579285,187.9992065,191.3449554,189.1113586,186.8800507,185.5137329,168.4181061,170.9834595,174.1131287,170.9840851,171.5363464,170.8292999,178.0704041,173.02005,175.4789276,174.7527618,172.0041962,172.8269958,148.9909363,151.35466,150.8533478,155.774765,153.8506775,150.8500061,153.2988129,150.9590607,152.4954224,152.3381195,150.5908661,151.7605743,71.05432892,72.56508636,74.42648315,70.5093689,70.7645874,70.59436798,68.96908569,70.98253632,68.70042419,67.57209015,71.67838287,73.47158051,107.0764236,104.7438431,102.394249,106.0110626,105.0298996,106.6567459,102.1410294,102.5395737,102.6987381,104.268158,102.909462,106.3211441,107.5369263,109.2878189,108.109024,108.3470764,104.2327042,106.1579361,108.2806396,107.887558,102.1750488,108.2888184,42.34584045,43.5286293,44.43101501,43.63560867,45.62301254,45.42736053,43.60408401,44.44406128,43.24855423,42.18261719,42.23613739,44.52492142,1.689553499,1.450089693,1.901026249,2.045826435,1.968862534,1.791350365,1.723103881,2.15136838,1.813213468,2.282947779,1.826795816,1.773094296
508.9500122,0.033674285,-0.017079128,0.041784011,1.224506974,1.636153102,1.137368798,1.18318367,1.556034327,1.229090691,0.971143186,1.369663596,1.245319366,1.146407962,1.076741457,1.540767193,119.5967102,123.984169,118.9774323,122.9621506,121.3722763,121.6228714,120.9688644,120.9460983,120.4994125,120.9466858,116.796669,119.0953217,195.9005127,196.7221832,191.1429291,192.0163422,192.4740143,189.9081268,193.4454651,195.4385986,190.7981567,196.7831879,190.5423584,192.086319,173.6650391,170.4610291,173.8068237,173.67453,175.5089417,170.74263,175.4051666,172.0527039,175.1299591,178.1098938,176.253006,178.1191101,155.3399658,154.360321,157.4724426,158.6992798,155.9512024,151.4200287,155.7015686,151.3272705,156.2987823,152.7637939,152.0986633,153.3583984,73.43785095,71.55805969,72.15049744,71.58306885,73.75382233,71.68539429,71.45011139,68.21310425,75.40220642,69.54553223,71.05490875,69.02362061,109.0976334,105.4738998,109.0086975,107.5992966,109.8874664,104.1051025,103.6795959,104.1047058,105.6513977,106.9857101,101.8078003,108.7096481,112.1614761,112.5263214,110.1958466,108.8745117,107.9778595,110.0438995,110.1623383,107.5470581,107.6396027,106.7915192,46.37588882,42.45547867,44.77348709,44.34557724,45.14461136,46.2875061,46.45862961,45.19749832,44.37637711,44.47134781,42.53951645,42.50030899,1.773839831,1.742930532,1.781277061,1.772772312,1.413227797,1.689709544,2.194722652,1.67976892,1.780446053,1.701025605,2.085345268,1.862717628
510,0.108198986,0.101381324,0.167154193,1.604027152,1.466312528,1.227342129,1.374130487,1.483821154,1.452396512,1.266537905,1.618472219,1.14213419,1.381988049,1.348200202,1.237466455,125.0010757,129.0284729,121.2207565,122.9962006,121.1688385,124.8154984,123.1458206,123.3636627,124.3161469,124.0075684,124.1129684,122.0640259,196.0192566,194.7654572,197.4757538,194.3196106,194.2113495,197.9103394,195.0452271,196.5244598,194.5814514,198.2806854,197.9291077,193.7138824,180.5056915,177.6607208,174.4467163,173.3903961,180.4959106,180.5753784,177.3189392,176.5577087,180.2432404,181.7505493,176.9941711,176.0916901,156.476944,161.9950867,158.0355988,162.1941833,160.5606384,161.3492737,159.9811859,159.0186768,159.2367859,158.3149872,154.0937653,158.5592957,73.35974121,75.87141418,77.35852051,77.57389832,73.40312195,73.62398529,73.53891754,72.29489899,74.08907318,73.48739624,73.26909637,73.87535095,110.5672379,110.0661163,110.9233551,112.4435043,109.3505936,105.3319397,109.7472992,108.6860809,110.390007,109.0853806,104.3376312,108.4668427,113.587944,110.180603,112.6645355,111.2380753,111.2615967,112.2220459,112.7157211,110.0999603,109.2594604,111.9463272,42.98045349,45.04872894,44.38054657,45.91122055,43.74499512,45.90610886,43.79286575,46.21600342,47.95351791,44.7976532,46.40164185,45.41945267,1.731320143,1.820785284,1.583168268,1.795475006,1.687062621,1.724485993,1.620130181,2.337477684,1.600326896,1.805446506,2.230917692,1.813135386
511.0599976,0.175770462,0.331714451,0.12832357,1.220042825,1.285129666,1.204952121,1.448505163,1.031982899,1.216493607,1.359532118,1.531103611,1.421568274,1.461891651,1.420118332,1.45233357,124.9318695,123.5847855,129.5458221,126.830368,128.7010345,125.9747314,124.9277191,122.2668152,124.3063354,123.5880737,123.5570755,128.3788452,202.3748627,195.1837158,200.6665497,198.500946,198.1803436,198.1880646,200.1116028,196.937088,193.6792145,200.2910156,195.9295502,200.5849152,184.978302,181.2086182,179.8131561,179.9536743,181.6207886,181.4775391,181.4737091,181.028183,184.541748,181.3433075,185.9620972,183.578186,163.6868286,159.7058258,160.1479034,162.3020325,158.6703339,160.5593414,161.3353882,158.104599,161.6516113,161.6301575,163.5727844,159.8229675,74.84220886,77.94772339,75.4167099,74.25785828,75.63601685,71.94680023,74.30614471,75.1780777,76.18743896,74.2432251,74.38876343,74.24420166,111.6910172,111.0041046,110.944603,112.9352188,111.5450974,108.5112305,108.5619659,112.5572128,112.2617493,107.0879974,110.5611572,108.4208984,114.4609451,116.5758209,116.54879,118.7161865,113.9797897,115.1526794,118.0769043,113.6858521,113.3296814,112.4202805,46.31336594,44.64931107,46.79445648,46.94927979,45.54647064,47.48999786,45.34791565,46.07115173,45.51553345,44.45855331,45.70425797,50.74694443,1.98208189,1.715591192,1.985582948,1.802169323,2.003939152,1.610346675,2.027624369,1.65738821,1.683487415,1.745653152,1.891802192,1.478031516
511.9599915,0.042825818,0.042108454,0.103576854,1.316718102,1.046699643,1.170558691,1.721288323,1.298875451,1.312105656,1.369735599,1.276013494,1.239055753,1.728674769,1.463658214,1.1032902,132.2169037,129.9819794,129.5928345,130.8098297,128.8690338,126.2628708,126.1078415,128.2597198,126.8580093,125.8810196,126.1561813,125.8658752,202.1057281,199.7304993,196.450882,207.2707672,202.7422638,202.2091827,202.9669037,199.5444489,204.9021454,205.3801727,198.3570404,198.2072754,179.0247192,179.9595642,184.0101318,184.0174103,186.9608154,184.8241425,187.7351532,185.9560394,189.7233887,187.1520691,181.6688843,184.0435333,162.9437866,165.3253937,164.5347595,161.8806152,163.6129303,162.0675201,163.0814056,162.9775543,165.7128754,166.7502747,164.9881134,161.624939,76.01681519,77.6308136,76.12930298,76.35536957,74.23396301,76.16362,72.724823,76.26164246,77.15802765,79.29484558,75.43670654,78.37812805,111.8156662,112.7574158,112.3652267,112.3495255,111.3985596,111.9627533,117.4560013,110.3518143,111.2366028,109.6080093,109.0977631,111.0558853,118.4361572,116.4818115,120.7797928,113.2991333,117.3102264,120.1003342,115.9338379,116.6526489,114.493515,115.6507339,47.31799316,47.27250671,46.97922134,47.65307617,48.02484512,47.80119705,47.14136505,47.31086731,45.76291656,44.3598175,46.16250229,44.83631516,2.020748615,1.686039686,1.82953918,1.989143848,1.508711696,1.589770198,1.503159165,1.436178207,1.934670329,1.592222452,2.047443628,1.711285353
513.0300293,0.118955568,0.051072091,0,1.210175753,0.964015603,1.394653559,1.239841342,1.125766635,1.479110837,1.254694343,0.941018343,1.299822927,1.391121745,1.12092042,1.39035511,134.2333679,130.1318817,128.8705292,132.8027496,131.0318451,130.2281494,128.5937195,132.7909698,127.9756241,132.9663849,125.9130402,127.1362762,201.6720123,205.1737976,205.4081421,204.6326447,204.271225,207.6217957,205.6017914,207.2787781,206.6543121,206.2927856,201.6334534,203.8279114,192.123642,185.6557007,188.8885193,192.3939056,190.9312897,184.9380646,187.5792389,192.0052795,188.4178467,187.2730408,188.5326538,185.1861115,163.3372955,171.1513214,164.9520874,169.2070923,166.7510681,168.8512726,168.9830933,164.350708,166.2674713,165.7916718,162.943222,169.2830963,78.37187958,76.34114075,76.59933472,77.59758759,79.37982178,78.80274963,78.92479706,79.25617981,77.18280792,73.9825592,75.63763428,77.83430481,113.35495,115.2352142,115.6407471,112.2249069,114.5718002,113.9078979,116.7364655,113.7000732,112.5463867,112.8365173,116.8592453,109.5422897,120.3467026,120.3995819,118.5302811,118.8016052,116.5918121,119.9315872,116.8523331,118.9543686,118.6266251,120.0192947,47.28326797,49.16836548,46.44295883,48.47550201,45.9602356,49.20465088,49.24467087,50.96062469,45.66466522,47.61021805,46.8767128,48.44105911,1.553280115,1.46343565,1.929974675,1.608086348,1.976796389,1.615928292,1.533640027,1.583881855,1.807318807,1.884990215,1.86392498,1.881297827
513.9299927,0.102064252,0.12643823,0.135760039,1.190628052,1.413189769,1.264687061,1.278697491,1.406257868,1.037175417,1.700113654,1.303868771,1.411456585,1.324293613,0.960791349,0.766845286,133.6712036,132.7615814,132.7284088,131.094986,128.7966614,129.5212555,131.3934021,133.4084778,132.9930878,133.3516083,129.6782227,129.5623016,205.8861237,203.4429626,209.8734131,208.2282715,208.9977264,212.3879547,203.4884186,208.7759857,202.4089661,209.4229126,209.4906616,212.9342651,195.0326691,192.020462,192.143158,192.4129639,188.6156769,188.6749268,192.0240936,189.6165924,192.5813446,185.3518677,189.6651611,187.6060181,168.9668427,167.2361298,168.9042358,164.2633972,172.9422607,171.1056213,167.4132538,173.2474213,170.7874756,170.145874,165.3797913,170.3820953,80.68816376,78.72856903,77.37630463,79.47502899,78.06492615,80.78994751,78.14220428,76.98651886,77.61826324,80.48721313,78.6678009,77.71035004,117.5035629,117.8854065,118.8486786,117.0916901,115.1320343,118.186264,114.2145691,114.7363663,116.2159119,118.0158691,115.8477783,114.7791977,122.5485992,119.2189789,122.9223251,121.672905,120.4957886,118.8101196,124.0200958,118.3615036,118.1416779,121.6656876,47.45310211,48.22153473,47.06483078,48.13026047,46.69343567,47.90956497,49.28486252,49.50170517,47.56815338,49.31121063,48.35794449,48.49998093,1.339178085,1.858074307,1.311252952,1.770961285,2.130288363,1.621967554,1.822641134,2.071110964,2.020149946,2.079526663,1.87884903,2.444987774
515,0.08441098,0.075655043,0,1.550161839,1.258072734,1.140345812,1.432627916,1.611394167,1.130629182,1.408971071,1.030687928,1.587890506,1.322136045,1.83519125,1.425997615,133.3145447,135.1715698,136.841568,135.3925476,130.463562,137.8301392,137.6088715,133.6712036,130.802948,133.3579712,129.0383606,135.8845825,212.0342407,209.5599976,214.3999939,210.2877045,209.2445984,205.7509766,207.3987579,215.3214417,210.5441437,208.2489319,209.8227692,211.395752,195.6719055,189.348465,189.561142,189.9704132,191.4488983,190.4814453,192.7255096,191.8959961,192.0778656,191.2023468,189.9709167,186.4629517,170.7621155,172.358017,170.0969238,170.7760162,171.4966736,172.2615204,169.3687286,174.3833771,170.2941284,168.2005157,176.6009979,173.615097,80.70139313,82.02942657,76.08600616,75.84667969,81.48009491,79.26993561,78.38262177,80.38764954,76.90228271,76.58670807,75.62454224,78.82554626,117.833786,119.7679443,117.9946442,113.6475449,115.1852264,121.1899109,118.3124466,118.3926468,113.1467361,115.1843719,116.3148956,116.7877579,124.0436935,121.6071777,122.8215103,122.4714355,117.7534866,122.7410049,121.1240997,119.2416382,123.9682312,121.9418945,49.0408287,48.2333374,48.89564133,47.8694458,47.88298798,50.37126541,47.27748108,48.75572586,48.67111969,48.13959503,47.44352722,49.01317978,1.549050331,1.702013016,1.653474092,1.332596898,1.542429924,1.272721052,1.821048379,1.715748787,1.744106174,1.471410751,1.726601601,1.533755183
516.0599976,0.033639736,0.059465658,-0.03413086,1.362409711,1.459459901,1.35919416,1.349437118,1.106194735,1.448037982,1.432136416,1.252283692,1.466036797,1.303663373,1.469168425,1.154546738,136.757309,135.0377502,132.5133667,136.0147858,132.5594025,134.6190643,136.3501129,137.8083191,133.4785919,134.1504517,130.2733612,132.7945251,214.3343811,214.4556122,211.1504364,221.9661713,214.5919189,212.249588,214.2379456,211.9364471,207.6536865,212.9815521,210.1034698,218.2845306,200.1030579,194.0010223,195.8361664,194.3881836,200.0837402,198.3094025,190.5964203,200.0925598,194.5327454,192.7541962,196.665329,194.4707184,173.3194733,171.3166351,169.5024414,170.3470764,170.242157,175.9012604,172.1089935,174.7416077,174.7972717,171.9983521,174.1411438,172.3195953,81.52683258,80.07615662,77.70539856,80.54342651,79.63639069,78.71240997,79.52554321,78.94522858,83.49402618,79.24994659,78.70402527,79.4752655,116.8397369,124.0621567,116.7659988,117.3458633,120.0526657,123.1571503,120.2930603,118.7040482,122.4044495,119.5490723,117.5595551,118.8351746,123.5752182,121.1757355,126.1556015,123.064537,121.3332596,122.5986023,123.8019104,125.2402649,123.1561508,120.4738083,52.72917938,49.77932739,50.0341835,48.46031952,49.16684341,49.18226242,49.6938591,49.38462067,49.30580521,47.93806839,47.42047882,51.91093445,1.524497032,1.874129415,1.436820865,1.944395423,1.817993879,1.715519786,1.693437457,1.703359842,1.59203136,2.041107178,2.062579155,1.850052834
516.960022,0.091947109,0.058560744,0.136673868,1.359712958,1.43349874,1.753515601,1.567926645,1.46299696,1.329775929,1.402935028,1.121635079,1.424793124,1.258725286,1.292599797,1.571512461,137.0155182,136.4629974,140.6047058,138.5128784,138.3289795,138.7942657,133.6273499,137.8910828,135.753952,139.2125092,136.9807281,141.3079987,209.2924805,217.696991,215.8595886,216.7332001,213.5345459,218.9378357,216.7767487,210.9963379,217.1052704,212.9015656,214.7690735,216.667923,202.0746002,198.3484955,199.3575134,198.1549988,200.4712982,195.5339508,190.563385,195.80513,202.2314301,193.6329498,194.9570923,193.9306793,171.8383636,171.4051819,175.619339,173.6147461,175.8393402,174.1497803,175.1283264,175.8795624,173.2916565,172.1243439,171.4822083,176.1077423,79.2352829,81.79366302,84.34892273,80.17588043,82.57598114,79.58943939,82.75226593,77.89814758,80.3663559,79.19081116,83.35829163,80.44238281,125.2669067,120.3557053,120.3241653,120.5871811,120.9693298,119.5395508,120.9733505,119.7101974,123.0176392,117.7744904,114.9878159,117.6328354,130.7207336,124.82444,127.1880112,124.3783264,124.2138367,125.3996811,126.1917038,125.3823318,119.3957825,119.3969193,51.22539902,51.89498901,49.95572281,53.34383392,50.47995377,50.12710953,49.62134552,50.05540848,52.24308395,48.25954819,51.27347183,49.77795792,2.003226519,1.986561537,1.69326067,2.158072472,1.922090054,1.355059385,1.968288779,1.538932443,1.915906668,1.955493331,1.602748513,1.759282827
